"cuadrID","cUTM10","Gpy2002","Area100","lati","long","Gpy_P","Gpy_F","Gpy2015","Gpy2002A100","Gpy2015A100"
3715,"30TVN30",0,1,42.4893379,-3.7954545,0.0923046047277661,0.475567175280754,0,0,0
3716,"30TVN31",0,1,42.5847473,-3.7965286,0.093120469218364,0.477986746808568,0,0,0
3717,"30TVN32",0,1,42.6775322,-3.8034048,0.124014500893164,0.558001358882039,0,0,0
3718,"30TVN33",1,1,42.7651596,-3.8045976,0.189112226465223,0.67529149967711,1,1,1
3719,"30TVN34",1,1,42.8543282,-3.8045976,0.286538629967805,0.78172558226198,1,1,1
3720,"30TVN35",0,1,42.9424896,-3.8045976,0.507577176019127,0.901882335842629,0,0,0
3721,"30TVN36",0,1,43.0316963,-3.8045976,0.701608794079933,0.954478318718851,0,0,0
3722,"30TVN37",0,1,43.1190491,-3.8045976,0.677271051958668,0.949274265211875,0,0,0
3723,"30TVN38",0,1,43.2015381,-3.8048358,0.387618544056843,0.849498351836489,0,0,0
3724,"30TVN39",0,1,43.2807388,-3.8110638,0.237994734645751,0.735809478699845,0,0,0
3725,"30TVN40",0,1,42.4915619,-3.6713505,0.104598649906117,0.510214632728997,0,0,0
3726,"30TVN41",0,1,42.5852547,-3.6771462,0.0869326389801279,0.459173478377859,0,0,0
3727,"30TVN42",0,1,42.6779671,-3.6781609,0.116838766513387,0.541229362586867,0,0,0
3728,"30TVN43",0,1,42.7667084,-3.6781609,0.171540737165979,0.648683804230303,0,0,0
3729,"30TVN44",0,1,42.8548851,-3.6781609,0.245965995716638,0.744170973968159,0,0,0
3730,"30TVN45",0,1,42.9483032,-3.6781609,0.328417160063057,0.813460276138514,0,0,0
3731,"30TVN46",1,1,43.0334663,-3.6781609,0.526215262972538,0.908292551962369,1,1,1
3732,"30TVN47",1,1,43.1190491,-3.6785233,0.805562083224347,0.973646134959854,1,1,1
3733,"30TVN48",0,1,43.2023811,-3.6839373,0.649452765449445,0.942926061291458,0,0,0
3734,"30TVN49",0,1,43.2850342,-3.6860466,0.300261506379857,0.792810882775026,0,0,0
3735,"30TVN50",0,1,42.4950333,-3.5508876,0.125048985561728,0.560340302554992,0,0,0
3736,"30TVN51",0,1,42.587471,-3.5517242,0.0779562820840675,0.429855966187807,0,0,0
3737,"30TVN52",0,1,42.6787415,-3.5517242,0.110289512184313,0.52503363790371,0,0,0
3738,"30TVN53",0,1,42.7669487,-3.5517242,0.151532725254554,0.614288669010111,0,0,0
3739,"30TVN54",0,1,42.8558121,-3.5517242,0.16246208032747,0.633667669600801,0,0,0
3740,"30TVN55",0,1,42.9488029,-3.5517242,0.165958950541433,0.63956196958497,0,0,0
3741,"30TVN56",0,1,43.0390053,-3.5520136,0.329483158121536,0.81419195707589,0,0,0
3742,"30TVN57",1,1,43.120697,-3.5565622,0.697176503827216,0.953553486857041,1,1,1
3743,"30TVN58",1,1,43.2023811,-3.5581396,0.577870795187499,0.924285022239105,1,1,1
3744,"30TVN59",1,1,43.2857132,-3.5581396,0.270927560593737,0.768183764466685,1,1,1
3745,"30TVN60",0,1,42.4950333,-3.4310346,0.139392753750801,0.59089413236722,0,0,0
3746,"30TVN61",0,1,42.587471,-3.4310346,0.0894429491690149,0.466935835985407,0,0,0
3747,"30TVN62",0,1,42.6791458,-3.4310346,0.0755772179101431,0.421648689371179,0,0,0
3748,"30TVN63",0,1,42.7679787,-3.4310346,0.100185608540357,0.498210424250464,0,0,0
3749,"30TVN64",0,1,42.8559303,-3.4310346,0.120534982485682,0.549990388131751,0,0,0
3750,"30TVN65",0,1,42.949131,-3.4311559,0.17505171838639,0.654248376601975,0,0,0
3751,"30TVN66",0,1,43.0393715,-3.4346857,0.277584807578517,0.774086613845535,0,0,0
3752,"30TVN67",1,1,43.1256218,-3.4360466,0.478539199402471,0.891108056559034,1,1,1
3753,"30TVN68",1,1,43.2033577,-3.4360466,0.285296588226511,0.78068578597937,1,1,1
3754,"30TVN69",0,1,43.2857132,-3.4360466,0.149553611125817,0.610615263338524,0,0,0
3755,"30TVN70",1,1,42.4950333,-3.3103449,0.127785396998225,0.5664354400355,1,1,1
3756,"30TVN71",0,1,42.587471,-3.3103449,0.0909483335249217,0.471504729453792,0,0,0
3757,"30TVN72",0,1,42.6791878,-3.3103449,0.0899796769684073,0.468572119027662,0,0,0
3758,"30TVN73",0,1,42.7672462,-3.3103449,0.0939844238878901,0.480529399048962,0,0,0
3759,"30TVN74",0,1,42.8559303,-3.3104188,0.123882007460516,0.557700397280918,0,0,0
3760,"30TVN75",0,1,42.9491005,-3.3127737,0.164803293462221,0.637629668509415,0,0,0
3761,"30TVN76",0,1,43.0393715,-3.3139534,0.255310903549746,0.753528569481508,0,0,0
3762,"30TVN77",0,1,43.1234589,-3.3139534,0.237305514491894,0.735069298128485,0,0,0
3763,"30TVN78",0,1,43.2024422,-3.3139534,0.162468433676908,0.63367850820848,0,0,0
3764,"30TVN79",0,1,43.2857132,-3.3139534,0.11172140730553,0.528650715110682,0,0,0
3765,"30TVN80",1,1,42.4950333,-3.183908,0.13217921385322,0.575952345580947,1,1,1
3766,"30TVN81",0,1,42.5870705,-3.183908,0.115791291168221,0.538697915670628,0,0,0
3767,"30TVN82",0,1,42.6780548,-3.183908,0.139662627789341,0.591437408215969,0,0,0
3768,"30TVN83",1,1,42.7669487,-3.1839492,0.125385634284986,0.561097310251504,1,1,1
3769,"30TVN84",0,1,42.8556976,-3.1853044,0.130185927552985,0.571675340986815,0,0,0
3770,"30TVN85",0,1,42.9487534,-3.1860466,0.15472799734917,0.620110171642542,0,0,0
3771,"30TVN86",1,1,43.0365906,-3.1860466,0.24437365046713,0.742529419070229,1,1,1
3772,"30TVN87",0,1,43.1191063,-3.1860466,0.244953216976315,0.743128526334949,0,0,0
3773,"30TVN88",0,1,43.2023811,-3.1860466,0.211711664788668,0.705445811619853,0,0,0
3774,"30TVN89",0,0,43.2857132,-3.1860466,0.127812343329059,0.566494808141757,0,NA,NA
3775,"30TVN90",1,1,42.4879379,-3.0574713,0.0999794578611199,0.497638212970809,1,1,1
3776,"30TVN91",0,1,42.5841675,-3.0574713,0.0776372820740281,0.428766598747979,0,0,0
3777,"30TVN92",1,1,42.6779671,-3.0574758,0.0781994468009436,0.43068407759182,1,1,1
3778,"30TVN93",0,1,42.7664871,-3.0578673,0.0823244309886445,0.444437821263268,0,0,0
3779,"30TVN94",0,1,42.8547783,-3.0581396,0.0878229887228583,0.461947438095767,0,0,0
3780,"30TVN95",0,1,42.9456635,-3.0581396,0.0925192856274112,0.476205593632657,0,0,0
3781,"30TVN96",1,1,43.0316963,-3.0581396,0.0884608567437927,0.463920628310329,1,1,1
3782,"30TVN97",0,1,43.1190491,-3.0581396,0.164115500079183,0.636472352937661,0,0,0
3783,"30TVN98",1,1,43.2023811,-3.0581396,0.242454646051519,0.740532272346663,1,1,1
3784,"30TVN99",0,0,43.2829514,-3.060735,0.193996752805703,0.682169356130038,0,NA,NA
3785,"30TVP00",0,0,43.3474808,-4.1689706,0.121617127935541,0.552505927143505,0,NA,NA
3786,"30TVP10",1,0,43.3643837,-4.0452704,0.0926546321338285,0.476607443831075,1,NA,NA
3787,"30TVP11",0,0,43.4136429,-4.0231886,0.0652210641628432,0.383546517102137,0,NA,NA
3788,"30TVP20",0,0,43.3676338,-3.9328234,0.0959168981751586,0.486145176507446,0,NA,NA
3789,"30TVP21",0,0,43.4258461,-3.9181573,0.0674068402039456,0.391927576271499,0,NA,NA
3790,"30TVP30",0,0,43.3645515,-3.8152335,0.120495350975761,0.549897842576699,0,NA,NA
3791,"30TVP31",0,0,43.4360962,-3.8278501,0.0746391509078732,0.418359131688726,0,NA,NA
3792,"30TVP40",0,1,43.3686523,-3.6860466,0.145123427719773,0.602198295212852,0,0,0
3793,"30TVP41",0,0,43.4330559,-3.675735,0.113324751095632,0.532649583665001,0,NA,NA
3794,"30TVP50",0,1,43.3724213,-3.5581396,0.145570766028694,0.603060650321411,0,0,0
3795,"30TVP51",0,0,43.4410667,-3.5621705,0.103513726118747,0.50730619668689,0,NA,NA
3796,"30TVP60",0,0,43.3645248,-3.4390211,0.105754317173333,0.513282803175953,0,NA,NA
3797,"30TVP61",0,0,43.4290123,-3.4560723,0.0948370873909096,0.483019341433003,0,NA,NA
3798,"30TVP70",0,0,43.3579559,-3.3179784,0.0842535022479517,0.450684897642184,0,NA,NA
3799,"30TVP80",0,0,43.3481483,-3.2166667,0.0552261819024778,0.342650970032456,0,NA,NA
3800,"30TVP90",0,0,43.3412704,-3.0290926,0.138247580066984,0.588576484574253,0,NA,NA
3801,"30TWK03",0,1,40.0624924,-2.9340615,0.0146143349062911,0.116806604128418,0,0,0
3802,"30TWK04",0,1,40.1500015,-2.9336481,0.0204737736827742,0.157106241015524,0,0,0
3803,"30TWK05",0,1,40.2416649,-2.9333334,0.0258577555296455,0.191399651140488,0,0,0
3804,"30TWK06",0,1,40.3333321,-2.9333334,0.0242374333331492,0.181336993173201,0,0,0
3805,"30TWK07",0,1,40.4249992,-2.9333334,0.0267239341422946,0.196691459565755,0,0,0
3806,"30TWK08",0,1,40.5121498,-2.9333334,0.0296002663722019,0.213842213246931,0,0,0
3807,"30TWK09",0,1,40.5972633,-2.9333334,0.02276664668657,0.172013591661319,0,0,0
3808,"30TWK13",0,1,40.0625,-2.8186812,0.0170299741926906,0.133819896112976,0,0,0
3809,"30TWK14",0,1,40.1500015,-2.8186402,0.0261933153744357,0.193456844719374,0,0,0
3810,"30TWK15",0,1,40.2416649,-2.8172572,0.030507721923978,0.219122551088204,0,0,0
3811,"30TWK16",0,1,40.3333321,-2.8166666,0.0289012710858469,0.209732773146285,0,0,0
3812,"30TWK17",0,1,40.4245872,-2.8166666,0.0299444301857177,0.215852066805712,0,0,0
3813,"30TWK18",0,1,40.5090523,-2.8166666,0.0360973033731968,0.250346233250599,0,0,0
3814,"30TWK19",0,1,40.5966377,-2.8166666,0.0299330902245712,0.215785984584274,0,0,0
3815,"30TWK23",0,1,40.0625,-2.7032967,0.019885662560492,0.153207222161545,0,0,0
3816,"30TWK24",0,1,40.1500015,-2.7032967,0.0211468249291877,0.161530224839129,0,0,0
3817,"30TWK25",0,1,40.2416649,-2.7031593,0.0209280373669987,0.16009656539416,0,0,0
3818,"30TWK26",0,1,40.3328934,-2.7008476,0.0197349435247024,0.152202940195027,0,0,0
3819,"30TWK27",0,1,40.4210472,-2.7,0.0263502423339586,0.19441580223448,0,0,0
3820,"30TWK28",0,1,40.5084038,-2.7,0.0376876451657179,0.258841012384899,0,0,0
3821,"30TWK29",0,1,40.5966377,-2.7,0.0259984354439955,0.192263211345774,0,0,0
3822,"30TWK33",0,1,40.0625,-2.5824175,0.0271384550865572,0.199202785639707,0,0,0
3823,"30TWK34",0,1,40.1500015,-2.5824175,0.02953334304103,0.213450362311028,0,0,0
3824,"30TWK35",0,1,40.2411613,-2.5824175,0.0255150313613048,0.18928914854998,0,0,0
3825,"30TWK36",0,1,40.328743,-2.5822136,0.0241368361872758,0.180705110039748,0,0,0
3826,"30TWK37",0,1,40.4201698,-2.5789363,0.031766146245366,0.226344785713611,0,0,0
3827,"30TWK38",0,1,40.5084038,-2.5777779,0.0493900860158824,0.316620066157734,0,0,0
3828,"30TWK39",0,1,40.5966377,-2.5777779,0.043995452397875,0.290971423414051,0,0,0
3829,"30TWK43",0,1,40.0625,-2.4615386,0.0326611933729558,0.231411972003654,0,0,0
3830,"30TWK44",0,1,40.1494331,-2.4615386,0.0318644239002485,0.226903973927749,0,0,0
3831,"30TWK45",0,1,40.2364388,-2.4615386,0.0219518147135348,0.166768693189859,0,0,0
3832,"30TWK46",0,1,40.3277321,-2.4615386,0.0196296947015118,0.151500408549272,0,0,0
3833,"30TWK47",0,1,40.4201698,-2.4612679,0.0274505938110658,0.20108490383106,0,0,0
3834,"30TWK48",0,1,40.5084038,-2.4571717,0.0559122241451327,0.345601416780673,0,0,0
3835,"30TWK49",0,1,40.5959892,-2.4555557,0.0869311385793949,0.459168784201328,0,0,0
3836,"30TWK53",0,1,40.0620422,-2.3461537,0.0444489879516916,0.293190143980013,0,0,0
3837,"30TWK54",0,1,40.1442642,-2.3461537,0.0362271260651784,0.251045909948621,0,0,0
3838,"30TWK55",0,1,40.2352943,-2.3461537,0.0243745679826614,0.182197021110235,0,0,0
3839,"30TWK56",0,1,40.3277321,-2.3461537,0.0198093830097225,0.152699209694826,0,0,0
3840,"30TWK57",1,1,40.4201698,-2.3461537,0.0260180585260563,0.192383540386742,0,1,0
3841,"30TWK58",0,1,40.5079536,-2.3459511,0.0521449629262846,0.329119888676913,0,0,0
3842,"30TWK59",0,1,40.591877,-2.3408158,0.120590889831735,0.550120889701114,0,0,0
3843,"30TWK63",0,1,40.0561638,-2.2315729,0.0400951061019056,0.271391464900895,0,0,0
3844,"30TWK64",0,1,40.1428566,-2.2307692,0.0389061083296016,0.265238757218203,0,0,0
3845,"30TWK65",0,1,40.2352943,-2.2307692,0.0385302162190648,0.263275161505143,0,0,0
3846,"30TWK66",0,1,40.3277321,-2.2307692,0.0232011694005662,0.174787148253062,0,0,0
3847,"30TWK67",0,1,40.4197006,-2.2307692,0.0325492713736708,0.230781464704949,0,0,0
3848,"30TWK68",0,1,40.5041771,-2.2307692,0.0775054104370177,0.428315268141014,0,0,0
3849,"30TWK69",0,1,40.5886917,-2.2303717,0.159817079913511,0.629113571548185,0,0,0
