id,utm10,lati,longi,training,predicted,testing
3288,30SWK01,39.8805008,-2.9340661,0,0.000461075,0
3289,30SWK02,39.9742966,-2.9340661,0,0.000374181,0
3290,30SWK10,39.7866096,-2.8186812,0,0.000472053,0
3291,30SWK11,39.8803406,-2.8186812,0,0.000366256,0
3292,30SWK12,39.9743004,-2.8186812,0,0.00044936,0
3293,30SWK20,39.7863235,-2.7032967,0,0.000177873,0
3294,30SWK21,39.8803406,-2.7032967,0,0.000152587,0
3295,30SWK22,39.9743004,-2.7032967,0,0.000277194,0
3296,30SWK30,39.7863235,-2.5830345,0,6.02E-05,0
3297,30SWK31,39.8803406,-2.5824175,0,4.93E-05,0
3298,30SWK32,39.9743004,-2.5824175,0,0.000234149,0
3299,30SWK40,39.7863235,-2.4667201,0,2.61E-05,0
3300,30SWK41,39.8802795,-2.4623184,0,2.44E-05,0
3301,30SWK42,39.9741402,-2.4615386,0,9.17E-05,0
3302,30SWK50,39.7862434,-2.353261,0,2.17E-05,0
3303,30SWK51,39.8795547,-2.3523433,0,2.04E-05,0
3304,30SWK52,39.9740601,-2.346838,0,6.44E-05,0
3305,30SWK60,39.7849617,-2.2391305,0,3.37E-05,0
3306,30SWK61,39.8793106,-2.2391305,0,2.24E-05,0
3307,30SWK62,39.9733696,-2.2377484,0,6.05E-05,0
3308,30SWK70,39.784481,-2.1195652,0,5.92E-05,0
3309,30SWK71,39.8786659,-2.1195652,0,2.96E-05,0
3310,30SWK72,39.9671669,-2.1195652,0,3.88E-05,0
3311,30SWK80,39.783905,-1.9996706,0,8.55E-05,0
3312,30SWK81,39.8727875,-1.9996706,0,4.49E-05,0
3313,30SWK82,39.9655151,-1.9996706,0,4.81E-05,0
3314,30SWK90,39.7785797,-1.8838395,0,0.000123385,0
3315,30SWK91,39.8707275,-1.8833333,0,7.54E-05,0
3316,30SWK92,39.9654961,-1.8833333,0,5.22E-05,0
3317,30SXF09,37.0169487,-1.8817204,0,0.002280275,0
3318,30SXG00,37.084343,-1.8567752,0,0.013502831,0
3319,30SXG01,37.1700554,-1.8396078,0,0.002687671,0
3320,30SXG02,37.2552567,-1.81848,0,0.002742155,0
3321,30SXG03,37.3432198,-1.8172044,0,0.006330683,0
3322,30SXG04,37.4296227,-1.8172044,0,0.005436464,0
3323,30SXG05,37.5213661,-1.8162268,0,0.010010924,0
3324,30SXG06,37.6153603,-1.8152174,0,0.006846995,0
3325,30SXG07,37.7071114,-1.8131078,0,0.007490908,0
3326,30SXG08,37.7914963,-1.8069022,0,0.012484797,0
3327,30SXG09,37.8803368,-1.8059185,0,0.021126052,0
3328,30SXG12,37.2796593,-1.7311828,0,0.010661842,0
3329,30SXG13,37.3444328,-1.7075505,0,0.002628125,0
3330,30SXG14,37.4273491,-1.6989248,0,0.003449034,0
3331,30SXG15,37.5213356,-1.6989248,0,0.005587938,0
3332,30SXG16,37.6126823,-1.697246,0,0.003697483,0
3333,30SXG17,37.7015686,-1.6956522,0,0.006962816,0
3334,30SXG18,37.7905846,-1.6941497,0,0.00580172,0
3335,30SXG19,37.8797569,-1.6887516,0,0.048973163,0
3336,30SXG23,37.3760681,-1.6150538,0,0.000599851,0
3337,30SXG24,37.4324188,-1.5834589,0,0.002745358,0
3338,30SXG25,37.5182571,-1.5806452,0,0.012466227,0
3339,30SXG26,37.6074524,-1.5806452,0,0.00627814,0
3340,30SXG27,37.700798,-1.5782651,0,0.002300883,0
3341,30SXG28,37.7894363,-1.576087,1,0.007815788,1
3342,30SXG29,37.8793106,-1.5749443,0,0.099461082,1
3343,30SXG34,37.4444962,-1.4892473,0,0.001350399,0
3344,30SXG35,37.5150528,-1.4643122,0,0.0045683,0
3345,30SXG36,37.6067619,-1.4623656,0,0.00778571,0
3346,30SXG37,37.6991005,-1.4623656,0,0.001220799,0
3347,30SXG38,37.7887917,-1.4595605,0,0.002662338,0
3348,30SXG39,37.8783073,-1.4565217,0,0.01764995,0
3349,30SXG45,37.5354042,-1.3641889,0,0.00125959,0
3350,30SXG46,37.6046219,-1.3494624,0,0.00196618,0
3351,30SXG47,37.6982765,-1.3494624,0,0.001924143,0
3352,30SXG48,37.7880478,-1.3494624,0,0.004310454,0
3353,30SXG49,37.8720169,-1.3460145,0,0.010401972,0
3354,30SXG55,37.5478058,-1.2687964,0,0.000260997,0
3354,30SXG55,37.5478058,-1.2687964,0,0.000260997,0
3354,30SXG55,37.5478058,-1.2687964,0,0.000260997,0
3354,30SXG55,37.5478058,-1.2687964,0,0.000260997,0
3355,30SXG56,37.603447,-1.2380519,0,0.00178274,0
3356,30SXG57,37.6973877,-1.2365592,0,0.00222443,0
3357,30SXG58,37.7815857,-1.2365592,0,0.007494343,0
3358,30SXG59,37.8706894,-1.2365592,0,0.021738262,0
3359,30SXG65,37.5387917,-1.1344086,0,0.002993471,0
3360,30SXG66,37.6026192,-1.1276851,0,0.001746565,0
3361,30SXG67,37.6910248,-1.1199803,0,0.002080729,0
3362,30SXG68,37.7801743,-1.1182796,0,0.003078631,0
3363,30SXG69,37.8703346,-1.1182796,0,0.009239986,0
3364,30SXG76,37.6010208,-1.0108348,0,0.001917095,0
3365,30SXG77,37.6896553,-1.0095509,0,0.000850595,0
3366,30SXG78,37.7794456,-1.001756,0,0.001119107,0
3367,30SXG79,37.8677902,-0.9996778,0,0.003527353,0
3368,30SXG85,37.5431023,-0.9180328,0,0.002965478,0
3369,30SXG86,37.596035,-0.8962854,0,0.001841039,0
3370,30SXG87,37.6884117,-0.8965202,0,0.000503029,0
3371,30SXG88,37.7768059,-0.8948808,0,0.000520644,0
3372,30SXG89,37.8619347,-0.8866146,0,0.001214712,0
3373,30SXG96,37.5989151,-0.7901379,0,0.000411917,0
3374,30SXG97,37.6617088,-0.8252525,0,0.00043466,0
3374,30SXG97,37.6617088,-0.8252525,0,0.00043466,0
3375,30SXG98,37.7806206,-0.8000361,0,0.000336155,0
3376,30SXG99,37.8629189,-0.7846814,0,0.000493678,0
3377,30SXH00,37.9742432,-1.8044136,0,0.042199653,0
3378,30SXH01,38.0677948,-1.8043479,0,0.015978718,0
3379,30SXH02,38.156147,-1.8043479,0,0.008384306,0
3380,30SXH03,38.2404785,-1.8041356,0,0.015637096,1
3381,30SXH04,38.3317261,-1.8017585,0,0.040639855,0
3382,30SXH05,38.4237289,-1.7949225,0,0.022127041,0
3383,30SXH06,38.5119553,-1.7934783,0,0.012935854,0
3384,30SXH07,38.5985947,-1.7934644,0,0.009856775,0
3385,30SXH08,38.6923065,-1.7921565,0,0.010364385,0
3386,30SXH09,38.7863235,-1.7912089,0,0.007987589,0
3387,30SXH10,37.9740982,-1.6872563,0,0.027935547,0
3388,30SXH11,38.0668411,-1.6848801,0,0.006872709,0
3389,30SXH12,38.1505852,-1.6847826,0,0.006792498,0
3390,30SXH13,38.2381439,-1.6847826,0,0.017632146,0
3391,30SXH14,38.3305092,-1.6844075,0,0.032878854,0
3392,30SXH15,38.4226379,-1.6811509,0,0.025109336,0
3393,30SXH16,38.5087891,-1.6752509,0,0.012635554,0
3394,30SXH17,38.5982895,-1.673913,0,0.015717414,0
3395,30SXH18,38.6923065,-1.6738883,0,0.010978792,0
3396,30SXH19,38.7846909,-1.671766,0,0.007867728,0
3397,30SXH20,37.9730492,-1.5703658,0,0.009743686,0
3398,30SXH21,38.0608406,-1.5685942,0,0.007118614,0
3399,30SXH22,38.1487694,-1.5653598,0,0.007795855,0
3400,30SXH23,38.2372894,-1.5652174,0,0.018534575,0
3401,30SXH24,38.3292351,-1.5652174,0,0.032334967,0
3402,30SXH25,38.4190636,-1.5646794,0,0.028311967,0
3403,30SXH26,38.5085449,-1.5607903,0,0.018871461,0
3404,30SXH27,38.5982895,-1.5556746,0,0.02507773,0
3405,30SXH28,38.690403,-1.5543479,0,0.025292623,0
3406,30SXH29,38.7785759,-1.5543123,0,0.01863447,0
3407,30SXH30,37.966629,-1.4556022,0,0.010882475,0
3408,30SXH31,38.0594482,-1.45198,0,0.014042732,0
3409,30SXH32,38.148304,-1.4501849,0,0.040769895,0
3410,30SXH33,38.2358284,-1.4459729,0,0.03046089,0
3411,30SXH34,38.3250847,-1.4456521,0,0.040627941,0
3412,30SXH35,38.4188042,-1.4456521,0,0.049269606,0
3413,30SXH36,38.5085449,-1.4451418,0,0.02626049,0
3414,30SXH37,38.5961189,-1.4404242,0,0.021401361,0
3415,30SXH38,38.6844597,-1.4358053,0,0.025746764,0
3416,30SXH39,38.7777786,-1.4347826,0,0.011558344,0
3417,30SXH40,37.9655037,-1.3423913,0,0.01402538,0
3418,30SXH41,38.0593224,-1.3416252,0,0.016561811,0
3419,30SXH42,38.1468201,-1.3389037,0,0.045210636,0
3420,30SXH43,38.2311401,-1.3369544,0,0.06376497,0
3421,30SXH44,38.3247871,-1.3317311,0,0.095783284,0
3422,30SXH45,38.4188042,-1.3315217,0,0.080048218,0
3423,30SXH46,38.5062447,-1.3315217,0,0.042228804,0
3424,30SXH47,38.5904007,-1.330892,0,0.024335115,0
3425,30SXH48,38.6837616,-1.325012,0,0.011861162,0
3426,30SXH49,38.7777634,-1.3212603,0,0.003193032,0
3427,30SXH50,37.9654503,-1.2321391,0,0.010137503,0
3428,30SXH51,38.0575104,-1.2282609,0,0.01404386,0
3429,30SXH52,38.1414375,-1.2277179,0,0.029889233,0
3430,30SXH53,38.2307701,-1.2259706,0,0.194128967,0
3431,30SXH54,38.3247871,-1.2233955,0,0.093612697,0
3432,30SXH55,38.4161224,-1.2176135,0,0.133949161,0
3433,30SXH56,38.5005569,-1.2173913,0,0.062962893,0
3434,30SXH57,38.5897446,-1.2173913,0,0.02421668,0
3435,30SXH58,38.6837425,-1.2163795,0,0.004354666,0
3436,30SXH59,38.776638,-1.2096846,0,0.000683859,0
3437,30SXH60,37.9632378,-1.1182796,0,0.012029071,0
3438,30SXH61,38.0516968,-1.1131582,0,0.017640819,0
3439,30SXH62,38.1410255,-1.1086956,0,0.024159219,0
3440,30SXH63,38.2307701,-1.1084251,0,0.072030389,0
3441,30SXH64,38.3218346,-1.1075848,0,0.070649438,0
3442,30SXH65,38.4106598,-1.1047335,0,0.081474491,0
3443,30SXH66,38.5,-1.0981055,0,0.026555411,0
3444,30SXH67,38.5897179,-1.0978261,0,0.005743496,0
3445,30SXH68,38.6821136,-1.0978261,0,0.001562695,0
3446,30SXH69,38.7752876,-1.0966514,0,0.000172361,0
3447,30SXH70,37.9571571,-0.9996301,0,0.01840186,0
3448,30SXH71,38.051281,-0.999595,0,0.014700583,0
3449,30SXH72,38.1410255,-0.9942654,0,0.010222848,0
3450,30SXH73,38.2275505,-0.9887865,0,0.026738781,0
3451,30SXH74,38.3165436,-0.9887332,0,0.032197307,0
3452,30SXH75,38.4102554,-0.9885717,0,0.015365192,0
3453,30SXH76,38.4999657,-0.9858524,0,0.014766696,0
3454,30SXH77,38.5875854,-0.9782346,0,0.002040058,0
3455,30SXH78,38.6805305,-0.9776461,0,0.000508647,0
3456,30SXH79,38.770298,-0.9775742,0,0.000125366,0
3457,30SXH80,37.9565201,-0.8845768,0,0.004671243,0
3458,30SXH81,38.051281,-0.8840911,0,0.004054748,0
3459,30SXH82,38.1376152,-0.8839779,0,0.003881467,0
3460,30SXH83,38.2224464,-0.8783945,0,0.006641918,0
3461,30SXH84,38.3162384,-0.8729283,0,0.005090526,0
3462,30SXH85,38.4102135,-0.8727407,0,0.003269573,0
3463,30SXH86,38.4972992,-0.8722321,0,0.001706845,0
3464,30SXH87,38.5859146,-0.8695,0,0.000915862,0
3465,30SXH88,38.6762543,-0.8615174,0,0.00078674,0
3466,30SXH89,38.7679558,-0.861097,0,0.000199051,0
3467,30SXH90,37.9563141,-0.7709654,0,0.001037625,0
3468,30SXH91,38.047554,-0.7691004,0,0.001097154,0
3469,30SXH92,38.1326027,-0.7681601,0,0.000735485,0
3470,30SXH93,38.2222214,-0.7679477,0,0.00080889,0
3471,30SXH94,38.3161926,-0.7618197,0,0.000551782,0
3472,30SXH95,38.4071274,-0.7569062,0,0.000724533,0
3473,30SXH96,38.4954414,-0.7565177,0,0.001212607,0
3474,30SXH97,38.5822792,-0.7555962,0,0.005959648,0
3475,30SXH98,38.6735191,-0.7524741,0,0.004104461,0
3476,30SXH99,38.7672424,-0.7448808,0,0.000459507,0
3477,30SXJ00,38.8789749,-1.7912089,0,0.00772295,0
3478,30SXJ01,38.962635,-1.7911252,0,0.005273617,0
3479,30SXJ02,39.051281,-1.7849187,0,0.003044695,0
3480,30SXJ03,39.145298,-1.7802445,0,0.002639478,0
3481,30SXJ04,39.239315,-1.7802198,0,0.001932371,0
3482,30SXJ05,39.3287582,-1.7802198,0,0.000839051,0
3483,30SXJ06,39.4150047,-1.7799726,0,0.000388352,0
3484,30SXJ07,39.5086212,-1.778136,0,0.000315535,0
3485,30SXJ08,39.6029968,-1.7777778,0,0.000529054,0
3486,30SXJ09,39.688488,-1.7748741,0,0.000442446,0
3487,30SXJ10,38.8726921,-1.6703297,0,0.008135757,0
3488,30SXJ11,38.9615402,-1.6703297,0,0.006780191,0
3489,30SXJ12,39.051281,-1.6702645,0,0.004126881,0
3490,30SXJ13,39.145298,-1.6643761,0,0.003357124,0
3491,30SXJ14,39.2388,-1.6593761,0,0.001904997,0
3492,30SXJ15,39.3244209,-1.6593406,0,0.000462338,0
3493,30SXJ16,39.4137917,-1.6593406,0,0.000234735,0
3494,30SXJ17,39.5082359,-1.658927,0,0.000254936,0
3495,30SXJ18,39.5981712,-1.6560802,0,0.000349483,0
3496,30SXJ19,39.6854286,-1.6555556,0,0.000313861,0
3497,30SXJ20,38.8717957,-1.5513755,0,0.00974509,0
3498,30SXJ21,38.9615402,-1.5494505,0,0.006500844,0
3499,30SXJ22,39.051281,-1.5494505,0,0.004530198,0
3500,30SXJ23,39.1447144,-1.5493963,0,0.002677735,0
3501,30SXJ24,39.2339401,-1.5438336,0,0.001344967,0
3502,30SXJ25,39.3232765,-1.5385126,0,0.000260358,0
3503,30SXJ26,39.413475,-1.5384616,0,0.000108744,0
3504,30SXJ27,39.5037727,-1.5384616,0,0.000102782,0
3505,30SXJ28,39.5949211,-1.5378813,0,0.000110237,0
3506,30SXJ29,39.6853447,-1.5340937,0,6.52E-05,0
3507,30SXJ30,38.8717766,-1.4347363,0,0.005215132,0
3508,30SXJ31,38.9613686,-1.4312264,0,0.004293298,0
3509,30SXJ32,39.0506325,-1.4285715,0,0.002413609,0
3510,30SXJ33,39.1392517,-1.4285715,0,0.000613214,0
3511,30SXJ34,39.2327576,-1.428528,0,0.000158094,0
3512,30SXJ35,39.3230019,-1.4237372,0,4.02E-05,0
3513,30SXJ36,39.4093742,-1.4177532,0,9.29E-06,0
3514,30SXJ37,39.5001144,-1.4175824,0,5.44E-06,0
3515,30SXJ38,39.5948257,-1.4175824,0,7.46E-06,0
3516,30SXJ39,39.6852798,-1.4170386,0,9.81E-06,0
3517,30SXJ40,38.8711166,-1.3206522,0,0.000986761,0
3518,30SXJ41,38.9606972,-1.3206522,0,0.000704686,0
3519,30SXJ42,39.0447121,-1.3163304,0,0.000518725,0
3520,30SXJ43,39.1379318,-1.3131869,0,0.00011581,0
3521,30SXJ44,39.2325516,-1.3131869,0,1.37E-05,0
3522,30SXJ45,39.3193016,-1.3131869,0,3.47E-06,0
3523,30SXJ46,39.4053192,-1.308688,0,8.30E-07,0
3524,30SXJ47,39.5,-1.3022716,0,6.31E-07,0
3525,30SXJ48,39.5947418,-1.3021978,0,8.87E-07,0
3526,30SXJ49,39.6834297,-1.3021978,0,6.63E-07,0
3527,30SXJ50,38.8700485,-1.2068465,0,0.000160497,0
3528,30SXJ51,38.9545174,-1.2065217,0,0.000103697,0
3529,30SXJ52,39.0431023,-1.2064546,0,0.000151575,0
3530,30SXJ53,39.1378098,-1.2011486,0,2.88E-05,0
3531,30SXJ54,39.2291565,-1.1978022,0,4.59E-06,0
3532,30SXJ55,39.3148232,-1.1978022,0,7.88E-07,0
3533,30SXJ56,39.4051743,-1.1977795,0,2.02E-07,0
3534,30SXJ57,39.4999008,-1.1931646,0,1.34E-07,0
3535,30SXJ58,39.592411,-1.1868912,0,1.58E-07,0
3536,30SXJ59,39.6817741,-1.1868132,0,1.53E-07,0
3537,30SXJ60,38.8644753,-1.089077,0,2.23E-05,0
3538,30SXJ61,38.9527702,-1.087063,0,1.63E-05,0
3539,30SXJ62,39.0430489,-1.0869565,0,1.38E-05,0
3540,30SXJ63,39.134758,-1.0868785,0,1.09E-05,0
3541,30SXJ64,39.2243118,-1.0807582,0,4.80E-06,0
3542,30SXJ65,39.3146553,-1.0769231,0,7.57E-07,0
3543,30SXJ66,39.4050522,-1.0769231,0,1.72E-07,0
3544,30SXJ67,39.4970055,-1.0769112,0,7.01E-08,0
3545,30SXJ68,39.590374,-1.0726221,0,1.24E-07,0
3546,30SXJ69,39.6772346,-1.0660318,0,1.48E-07,0
3547,30SXJ70,38.8624802,-0.9761488,0,1.83E-05,0
3548,30SXJ71,38.9525871,-0.9680603,0,7.67E-06,0
3549,30SXJ72,39.0403595,-0.9664017,0,6.91E-06,0
3550,30SXJ73,39.1295052,-0.9663924,0,9.40E-06,0
3551,30SXJ74,39.2241364,-0.9661397,0,6.54E-06,0
3552,30SXJ75,39.3145027,-0.9597244,0,1.71E-06,0
3553,30SXJ76,39.4015999,-0.9551582,0,2.71E-07,0
3554,30SXJ77,39.4948692,-0.9550337,0,1.88E-07,0
3555,30SXJ78,39.5866013,-0.9549462,0,3.11E-07,0
3556,30SXJ79,39.6762276,-0.9511449,0,2.11E-07,0
3557,30SXJ80,38.8620682,-0.8605722,0,1.99E-05,0
3558,30SXJ81,38.9500694,-0.8592799,0,5.26E-06,0
3559,30SXJ82,39.0347176,-0.8510863,0,3.97E-06,0
3560,30SXJ83,39.1293106,-0.849162,0,5.82E-06,0
3561,30SXJ84,39.2239647,-0.8490341,0,6.78E-06,0
3562,30SXJ85,39.3104172,-0.8483799,0,2.03E-06,0
3563,30SXJ86,39.3994942,-0.8421482,0,5.31E-07,0
3564,30SXJ87,39.4917412,-0.8373503,0,4.52E-07,0
3565,30SXJ88,39.5855675,-0.8370787,0,5.44E-07,0
3566,30SXJ89,39.674099,-0.8366248,0,1.43E-07,0
3567,30SXJ90,38.8592148,-0.744387,0,7.47E-05,0
3568,30SXJ91,38.9441795,-0.7434276,0,1.07E-05,0
3569,30SXJ92,39.034481,-0.7417881,0,2.45E-06,0
3570,30SXJ93,39.1291313,-0.7338848,0,5.12E-06,0
3571,30SXJ94,39.2194595,-0.7318435,0,1.10E-05,0
3572,30SXJ95,39.3083,-0.7315959,0,2.67E-06,0
3573,30SXJ96,39.396946,-0.7303998,0,6.01E-07,0
3574,30SXJ97,39.490654,-0.7241466,0,5.35E-07,0
3575,30SXJ98,39.5829315,-0.7195078,0,3.79E-07,0
3576,30SXJ99,39.673912,-0.7191011,0,1.69E-07,0
3577,30SXK00,39.7759743,-1.7693791,0,0.00017761,0
3578,30SXK01,39.8706894,-1.7675264,0,5.40E-05,0
3579,30SXK02,39.9654961,-1.7666667,0,2.12E-05,0
3580,30SXK10,39.7758636,-1.6533154,0,8.18E-05,0
3581,30SXK11,39.8706703,-1.6484333,0,3.46E-05,0
3582,30SXK12,39.9653358,-1.6457038,0,1.20E-05,0
3583,30SXK20,39.7758217,-1.5333333,0,2.86E-05,0
3584,30SXK21,39.8699608,-1.5314927,0,1.65E-05,0
3585,30SXK22,39.9637146,-1.5274876,0,4.27E-06,0
3586,30SXK30,39.7745514,-1.4123049,0,7.80E-06,0
3587,30SXK31,39.8682213,-1.4111111,0,2.69E-06,0
3588,30SXK32,39.9575577,-1.4096701,0,2.63E-06,0
3589,30SXK40,39.7729645,-1.3015318,0,1.09E-06,0
3590,30SXK41,39.8627243,-1.2955544,0,7.15E-07,0
3591,30SXK42,39.956871,-1.2944444,0,9.85E-07,0
3592,30SXK50,39.7680359,-1.1868132,0,1.66E-07,0
3593,30SXK51,39.8619041,-1.1857486,0,3.17E-07,0
3594,30SXK52,39.9565773,-1.1789534,0,3.67E-07,0
3595,30SXK60,39.7669334,-1.0659341,0,2.32E-07,0
3596,30SXK61,39.8609924,-1.0659341,0,1.91E-07,0
3597,30SXK62,39.9565201,-1.064703,0,3.02E-07,0
3598,30SXK70,39.7654114,-0.9440558,0,1.72E-07,0
3599,30SXK71,39.8608704,-0.9435322,0,1.02E-07,0
3600,30SXK72,39.9518547,-0.9434975,0,1.39E-07,0
3601,30SXK80,39.7652168,-0.8327372,0,1.08E-07,0
3602,30SXK81,39.8567314,-0.8257238,0,9.32E-08,0
3603,30SXK82,39.947834,-0.8248928,0,6.03E-08,0
3604,30SXK90,39.7615852,-0.7182932,0,8.53E-08,0
3605,30SXK91,39.8522148,-0.7138706,0,4.07E-08,0
3606,30SXK92,39.9477501,-0.7075016,0,2.01E-08,0
3607,30SYG06,37.6013374,-0.7047979,0,3.64E-05,0
3608,30SYG09,37.8991241,-0.7087913,0,0.000509787,0
3609,30SYH00,37.9651451,-0.6823136,0,0.000574796,0
3610,30SYH01,38.0427513,-0.6654506,0,0.000520835,0
3611,30SYH02,38.1351395,-0.6582971,0,0.000269017,0
3612,30SYH03,38.222168,-0.6467812,0,0.000140593,0
3613,30SYH04,38.3125992,-0.6463952,0,8.35E-05,0
3614,30SYH05,38.4048615,-0.6402169,0,0.000132492,0
3615,30SYH06,38.4921837,-0.6353592,0,0.001772074,0
3616,30SYH07,38.5789909,-0.6348051,0,0.011574366,0
3617,30SYH08,38.6724129,-0.6333907,0,0.015976457,0
3618,30SYH09,38.764183,-0.630369,0,0.000721143,0
3619,30SYH12,38.1709404,-0.5824176,0,0.000181316,0
3619,30SYH12,38.1709404,-0.5824176,0,0.000181316,0
3620,30SYH13,38.2186661,-0.5419449,0,0.000160686,0
3621,30SYH14,38.3137741,-0.5333617,0,7.16E-05,0
3622,30SYH15,38.4021492,-0.5248427,0,5.35E-05,0
3623,30SYH16,38.4885559,-0.5190943,0,0.000540413,0
3624,30SYH17,38.5775871,-0.5138122,0,0.027254545,0
3625,30SYH18,38.6691513,-0.5130573,0,0.03772318,0
3626,30SYH19,38.7587738,-0.5111852,0,0.003551372,0
3627,30SYH24,38.3443222,-0.4321145,0,8.22E-05,0
3628,30SYH25,38.4021797,-0.4166104,0,6.43E-05,0
3629,30SYH26,38.4870682,-0.4088398,0,0.000303929,0
3630,30SYH27,38.5745087,-0.4030164,0,0.012360478,0
3631,30SYH28,38.6639404,-0.3977901,0,0.031600726,0
3632,30SYH29,38.7579994,-0.3967387,0,0.003288266,0
3633,30SYH35,38.4375,-0.339779,0,0.000101604,0
3634,30SYH36,38.4904442,-0.3004772,0,8.44E-05,0
3635,30SYH37,38.5691948,-0.2927878,0,0.000799662,0
3636,30SYH38,38.6629829,-0.2864634,0,0.018789554,0
3637,30SYH39,38.7564125,-0.281768,0,0.004532258,0
3638,30SYH46,38.5065384,-0.1929054,0,2.46E-05,0
3639,30SYH47,38.5679092,-0.1720961,0,0.000182864,0
3640,30SYH48,38.6608009,-0.1712352,0,0.002030594,0
3641,30SYH49,38.7515488,-0.1648606,0,0.001363705,0
3642,30SYH56,38.5108681,-0.0659341,0,1.24E-05,0
3643,30SYH57,38.5682564,-0.0665668,0,1.73E-05,0
3644,30SYH58,38.6560822,-0.045358,0,0.000128413,0
3645,30SYH59,38.7471848,-0.0480797,0,0.000155979,0
3646,30SYJ00,38.8536224,-0.6227255,0,0.000176629,0
3647,30SYJ01,38.9438591,-0.6221726,0,2.95E-05,0
3648,30SYJ02,39.0342789,-0.6207889,0,4.79E-06,0
3649,30SYJ03,39.1240501,-0.6189677,0,5.25E-06,0
3650,30SYJ04,39.2170219,-0.6112676,0,2.81E-06,0
3651,30SYJ05,39.3062515,-0.6089385,0,1.46E-06,0
3652,30SYJ06,39.3956833,-0.6085935,0,8.65E-07,0
3653,30SYJ07,39.4873466,-0.6068671,0,4.87E-07,0
3654,30SYJ08,39.5826073,-0.6009506,0,3.31E-07,0
3655,30SYJ09,39.6700592,-0.5961288,0,1.33E-07,0
3656,30SYJ10,38.8530388,-0.508264,0,0.000145983,0
3657,30SYJ11,38.9432564,-0.5006273,0,4.98E-05,0
3658,30SYJ12,39.0286446,-0.499938,0,6.70E-06,0
3659,30SYJ13,39.1215134,-0.498087,0,2.54E-06,0
3660,30SYJ14,39.2156487,-0.4961473,0,1.37E-06,0
3661,30SYJ15,39.304924,-0.4888832,0,1.32E-06,0
3662,30SYJ16,39.3917618,-0.4860596,0,5.85E-07,0
3663,30SYJ17,39.4869576,-0.4855687,0,3.23E-07,0
3664,30SYJ18,39.5784988,-0.4833344,0,2.57E-07,0
3665,30SYJ19,39.6652451,-0.4781175,0,6.51E-07,0
3666,30SYJ20,38.8519783,-0.3944774,0,0.000456078,0
3667,30SYJ21,38.9375191,-0.3919252,0,7.10E-05,0
3668,30SYJ22,39.0260277,-0.3840276,0,4.89E-05,0
3669,30SYJ23,39.1207581,-0.3832465,0,1.13E-05,0
3670,30SYJ24,39.2142639,-0.3808047,0,1.69E-06,0
3671,30SYJ25,39.2972336,-0.3833574,0,1.08E-06,0
3672,30SYJ26,39.3927803,-0.3732359,0,5.98E-07,0
3673,30SYJ27,39.4833755,-0.368715,0,2.80E-07,0
3674,30SYJ28,39.5739479,-0.3680719,0,1.57E-07,0
3675,30SYJ29,39.6644478,-0.3653958,0,5.31E-07,0
3676,30SYJ30,38.8467636,-0.2803373,0,0.000841478,0
3677,30SYJ31,38.9348564,-0.2778169,0,0.000188789,0
3678,30SYJ32,39.0258446,-0.2751544,0,0.000167596,0
3679,30SYJ33,39.1183014,-0.2702031,0,2.22E-05,0
3680,30SYJ34,39.2050972,-0.2752402,0,5.90E-06,0
3681,30SYJ35,39.2831497,-0.2957732,0,3.03E-06,0
3681,30SYJ35,39.2831497,-0.2957732,0,3.03E-06,0
3682,30SYJ36,39.372673,-0.3136472,0,1.05E-06,0
3683,30SYJ37,39.4794884,-0.3066023,0,3.32E-07,0
3684,30SYJ38,39.5813713,-0.2873451,0,1.58E-07,0
3685,30SYJ39,39.6638527,-0.2597437,0,2.58E-07,0
3686,30SYJ40,38.8436127,-0.160221,0,0.000347447,0
3687,30SYJ41,38.9337463,-0.1601522,0,7.55E-05,0
3688,30SYJ42,39.0167351,-0.1849207,0,4.34E-05,0
3689,30SYJ43,39.0900307,-0.2060248,0,2.07E-05,0
3690,30SYJ44,39.173912,-0.2,0,1.36E-05,0
3692,30SYJ50,38.8404655,-0.0468824,0,4.79E-05,0
3693,30SYJ51,38.9099388,-0.0755065,0,3.47E-05,0
3694,30SYK00,39.7565842,-0.5955057,0,1.01E-07,0
3695,30SYK01,39.8518486,-0.5943168,0,4.54E-08,0
3696,30SYK02,39.9448776,-0.5898365,0,2.52E-08,0
3697,30SYK10,39.7559471,-0.4728377,0,4.39E-07,0
3698,30SYK11,39.8486557,-0.4719101,0,1.46E-07,0
3699,30SYK12,39.9392281,-0.4703404,0,1.29E-07,0
3700,30SYK20,39.7527275,-0.3605235,0,4.08E-07,0
3701,30SYK21,39.84338,-0.3548913,0,8.51E-07,0
3702,30SYK22,39.9386215,-0.3539326,0,4.37E-07,0
3703,30SYK30,39.7476768,-0.2474992,0,4.68E-07,0
3704,30SYK31,39.8421898,-0.242562,0,1.19E-06,0
3705,30SYK32,39.9354057,-0.2369864,0,3.33E-07,0
3706,30SYK40,39.7603798,-0.1660717,0,4.46E-07,0
3707,30SYK41,39.8449707,-0.1351199,0,5.09E-07,0
3708,30SYK42,39.9299355,-0.119366,0,3.21E-07,0
3709,30SYK51,39.8684196,-0.0561798,0,7.54E-07,0
3710,30SYK52,39.9366493,-0.0262421,0,6.33E-07,0
3711,30TTK53,40.0298576,-5.9005022,0,5.29E-08,0
