"utm10","Mmo2003","Mmo_P","Mmo_F","Mmo2015"
"PH48",0,0.000346814759722638,0.0104727952099585,0
"PH49",0,0.000240916762082509,0.00729755547664224,0
"PH50",0,0.00178402761464069,0.0517021359097726,0
"PH51",0,0.00243510651401964,0.0693059317089343,0
"PH52",0,0.00480185055536381,0.128306727668848,0
"PH53",0,0.00538967778062677,0.141858510194288,0
"PH54",0,0.00540091035627698,0.142113518139587,0
"PH55",0,0.00365091968472363,0.100544244446656,0
"PH56",0,0.00162364635209802,0.0472666867541064,0
"PH57",0,0.000764763494029107,0.0228151222760854,0
"PH58",0,0.000411302882311984,0.0123967990091024,0
"PH59",0,0.000200021870202763,0.00606608547032295,0
"PH60",0,0.00198169200725103,0.0571141134014577,0
"PH61",0,0.00237619574642402,0.0677391164793146,0
"PH62",0,0.00416766620133478,0.113216786284851,0
"PH63",0,0.00396689099477613,0.108334127830114,0
"PH64",0,0.00243989111830689,0.0694329619318411,0
"PH65",0,0.00160319030187993,0.0466980789915323,0
"PH66",0,0.000927100722785666,0.0275291614623971,0
"PH67",0,0.000451776590641103,0.0136006419598665,0
"PH68",0,0.000389220412779858,0.0117387832900953,0
"PH69",0,0.000175897419654846,0.00533823814093515,0
"PH70",0,0.0028566059470856,0.0803697509100429,0
"PH71",0,0.00384557715199474,0.10535871210532,0
"PH72",0,0.0034540751061274,0.0956246444159822,0
"PH73",0,0.00164428205345652,0.0478396249128554,0
"PH74",0,0.00082251037380461,0.0244970607923455,0
"PH75",0,0.00086445532023749,0.0257152471638764,0
"PH76",0,0.000543177451376676,0.016308841753389,0
"PH77",0,0.000258930423399427,0.00783906608639107,0
"PH78",0,0.000218810324833232,0.0066322298570316,0
"PH79",0,0.000119548548707672,0.00363414058217015,0
"PH80",0,0.00264595906775233,0.0748724491259894,0
"PH81",0,0.00705698593357423,0.178179775278867,0
"PH82",0,0.00341588941895411,0.0946642837539576,0
"PH83",0,0.00158721476533808,0.0462535580880393,0
"PH84",0,0.000524506806870285,0.0157568012181306,0
"PH85",0,0.000369295153772594,0.0111443203617055,0
"PH86",0,0.000259505805307292,0.00785635328885725,0
"PH87",0,0.000266484017988115,0.00806596554302597,0
"PH88",0,0.000145030321599172,0.00440545696134387,0
"PH89",0,9.70732366931377e-05,0.00295286787025861,0
"PH90",0,0.00171494907680735,0.0497966223171893,0
"PH91",0,0.00738052827046447,0.184887956596192,0
"PH92",0,0.00483071949817724,0.128981880196108,0
"PH93",0,0.00196391442677645,0.056629811874174,0
"PH94",0,0.000887905287438365,0.0263950124222043,0
"PH95",0,0.000365083933129144,0.011018591586022,0
"PH96",0,0.000209320511984718,0.00634635540031459,0
"PH97",0,0.000122516212873779,0.00372402926879445,0
"PH98",0,0.000142064352047601,0.00431573842381727,0
"PH99",0,0.000133704757286676,0.00406278226503631,0
"PJ00",0,0.0013791414135313,0.0404271184998917,0
"PJ01",0,0.000692989293826355,0.0207167942266986,0
"PJ02",0,0.000314401296214491,0.00950299961340262,0
"PJ03",0,0.000180104508741925,0.00546524242626423,0
"PJ04",0,0.000139680802009152,0.00424362634177811,0
"PJ10",0,0.000822143509409409,0.0244863931439897,0
"PJ11",0,0.000451988967991183,0.0136069513913061,0
"PJ12",0,0.000250251574173515,0.00757824159945553,0
"PJ13",0,0.000145156423620676,0.00440927111416967,0
"PJ14",0,0.000154102671159249,0.00467979225306547,0
"PJ20",0,0.000516164970896659,0.0155099620211826,0
"PJ21",0,0.000298481841718016,0.00902602368308159,0
"PJ22",0,0.000199914474212555,0.00606284755965203,0
"PJ23",0,0.000153702276787405,0.0046676879655263,0
"PJ24",0,0.000152819186022679,0.00464099031870535,0
"PJ30",0,0.000262653546933826,0.00795091607265985,0
"PJ31",0,0.000216876616896829,0.00657399106440637,0
"PJ32",0,0.000190231700402416,0.00577083514222509,0
"PJ33",0,0.00014210885764572,0.00431708480309301,0
"PJ40",0,0.000169883449882483,0.00515663296982316,0
"PJ41",0,0.000161968285291301,0.00491751923262107,0
"PJ42",0,0.000147132142061717,0.00446902611783906,0
"PJ50",0,9.45934994556874e-05,0.00287764676623692,0
"PJ51",0,0.000116181189085862,0.00353212637083589,0
"PJ52",0,0.000119200289551737,0.00362359100227116,0
"PJ60",0,7.82443707194007e-05,0.00238143242697331,0
"PJ61",0,7.71203539753498e-05,0.00234729971324976,0
"PJ62",0,0.000116152929441032,0.00353127015897914,0
"PJ70",0,5.99343773288799e-05,0.00182513633695669,0
"PJ71",0,5.74994838714467e-05,0.00175111395035965,0
"PJ72",0,9.035906201463e-05,0.00274917267303554,0
"PJ80",0,5.56145895856349e-05,0.00169380461399216,0
"PJ81",0,6.97449240132106e-05,0.00212327596559003,0
"PJ82",0,0.000169071249100651,0.005132101848357,0
"PJ90",0,0.000108395100377236,0.00329616931484022,0
"PJ91",0,0.0001348502825921,0.00409745250020443,0
"PJ92",0,0.000252764801542363,0.00765378497992097,0
"QA19",0,0.0182772978145864,0.362224403939817,0
"QA26",0,0.105830284832928,0.783107427489425,0
"QA28",0,0.0274444010460328,0.462610307769356,0
"QA29",0,0.0183738771954576,0.363465558693702,0
"QA35",0,0.204232011685815,0.886740985866993,1
"QA36",0,0.134301872618672,0.82555989409248,1
"QA37",0,0.0754890130851974,0.713541877557795,0
"QA38",0,0.0391560545522025,0.554203563791245,0
"QA39",0,0.0254711704085179,0.44362071466106,0
"QA43",0,0.244823916091453,0.90817186275107,0
"QA44",1,0.273357767421611,0.919847275664239,1
"QA45",1,0.203663360985377,0.886388742182011,1
"QA46",0,0.12802040457197,0.817477544066875,0
"QA47",0,0.0728891120687494,0.705741975182048,0
"QA48",0,0.0552336451276873,0.640736273864596,0
"QA49",0,0.0373063804490739,0.541741556894497,0
"QA52",0,0.118093513111636,0.803342474764247,0
"QA53",1,0.184458234387862,0.873415024132224,1
"QA54",0,0.170894857686936,0.862786375178035,0
"QA55",0,0.142088871578504,0.834778412444622,0
"QA56",0,0.121285290294709,0.808084559113428,0
"QA57",0,0.0784809387827272,0.722071223242968,0
"QA58",0,0.0669816464279307,0.686524425462409,0
"QA59",0,0.0522915220527675,0.627314684174467,0
"QA60",0,0.0220428203186717,0.407441470087468,0
"QA61",0,0.04105233630105,0.566340993274199,0
"QA62",0,0.0632401141204352,0.673143745310681,0
"QA63",0,0.0712270048663289,0.700553351207822,0
"QA64",0,0.0627687678680241,0.671384621694218,0
"QA65",0,0.0825644295874561,0.733005115647136,0
"QA66",0,0.094409559956002,0.760783854490205,0
"QA67",0,0.0933910962402274,0.758598556034609,0
"QA68",0,0.0772577654814147,0.718639705475635,0
"QA69",0,0.06656805428139,0.685094312632679,0
"QB00",0,0.0324369972446463,0.505611190260415,0
"QB01",0,0.053370611475453,0.632342450800268,0
"QB02",0,0.0756544445705631,0.714025656102041,0
"QB03",0,0.0838576131611095,0.736309613845799,0
"QB04",0,0.0555750900704829,0.642236734489759,0
"QB05",0,0.0286465486669266,0.473591882955036,0
"QB06",0,0.0140551734689193,0.303078006784708,0
"QB07",0,0.00661333119024501,0.168807008091516,0
"QB08",0,0.00301879297450428,0.0845596299850163,0
"QB09",0,0.00131239708908573,0.0385435636064916,0
"QB10",0,0.028188513518405,0.469457901026138,0
"QB11",0,0.0420525386275651,0.572498766093525,0
"QB12",0,0.0571935595939539,0.649195969884148,0
"QB13",0,0.069202351127099,0.694006935228516,0
"QB14",0,0.0481003438519278,0.606531651031521,0
"QB15",0,0.0215998266239348,0.402440430421066,0
"QB16",0,0.0103533167304456,0.241932350605856,0
"QB17",0,0.00628251629145785,0.161683393760817,0
"QB18",0,0.00300158646558784,0.0841168702697641,0
"QB19",0,0.00154316043950567,0.0450256653949334,0
"QB20",0,0.02285829711671,0.416443389547131,0
"QB21",0,0.0355386353990891,0.529211006941048,0
"QB22",0,0.0497340910017695,0.614880761284605,0
"QB23",0,0.0637764468877389,0.675124754811555,0
"QB24",0,0.0466733969269339,0.59896233641716,0
"QB25",0,0.0257426107576859,0.446307495589926,0
"QB26",0,0.0140061164487475,0.302329500388615,0
"QB27",0,0.00671020757169636,0.170871124454365,0
"QB28",0,0.00444346164813988,0.119840483130055,0
"QB29",0,0.00187069522821471,0.0540824279130161,0
"QB30",0,0.0218147937236707,0.404877168546231,0
"QB31",0,0.0333288817670786,0.512620466966972,0
"QB32",0,0.0516253115175748,0.624147280550996,0
"QB33",0,0.0693870549923914,0.694614787241569,0
"QB34",0,0.058945850652964,0.656457052149821,0
"QB35",0,0.0338133087897344,0.516350163993908,0
"QB36",0,0.0154083536219221,0.323137418443451,0
"QB37",0,0.00911684909433866,0.219163837340662,0
"QB38",0,0.00488286553833405,0.130198861721223,0
"QB39",0,0.00227212614288572,0.0649587639019197,0
"QB40",0,0.0274197656822533,0.462380761684372,0
"QB41",0,0.0380171914839964,0.546606426976112,0
"QB42",0,0.056184058849729,0.644884577429111,0
"QB43",0,0.0804584842264731,0.727463785867591,0
"QB44",0,0.0752250237633035,0.712766843869371,0
"QB45",0,0.043757199110653,0.582627971808628,0
"QB46",0,0.0239344596890567,0.427934364100386,0
"QB47",0,0.0101381888500586,0.238062842802904,0
"QB48",0,0.00606003195295256,0.15682616897648,0
"QB49",0,0.00415295441102353,0.112860759582534,0
"QB50",0,0.041969898773025,0.571996145352416,0
"QB51",0,0.0536545740946915,0.633644909246167,0
"QB52",0,0.0825737520614632,0.733029200156482,0
"QB53",0,0.119361113447575,0.805249418751864,0
"QB54",0,0.107237621037811,0.785608241787074,0
"QB55",0,0.0784441457099497,0.72196909324549,0
"QB56",0,0.0384541454131792,0.549549543008443,0
"QB57",0,0.0160030851225893,0.331609468408273,0
"QB58",0,0.00982176817278615,0.232302172350508,0
"QB59",0,0.00469341172204716,0.125761664340319,0
"QB60",0,0.0582408701277861,0.653568986078911,0
"QB61",0,0.0704277418136628,0.697999409931685,0
"QB62",0,0.105524587206972,0.782557532954263,0
"QC00",0,0.000632601728161546,0.0189445975982099,0
"QC01",0,0.000448152735663854,0.0134929703139934,0
"QC02",0,0.000633256195202179,0.0189638375028057,0
"QC03",0,0.000994264936544996,0.0294666826745531,0
"QC04",0,0.00177572757417776,0.051473571591675,0
"QC05",0,0.00254262501540511,0.0721524757913898,0
"QC06",0,0.00399887956248442,0.109115524189807,0
"QC07",0,0.0076594557479994,0.190587259954588,0
"QC08",0,0.0142059564033315,0.305369076617132,0
"QC09",0,0.0200070045665374,0.383779567453558,0
"QC10",0,0.000713461444686104,0.0213161875051741,0
"QC11",0,0.000494613988946252,0.0148717030547444,0
"QC12",0,0.000651713248668722,0.0195061344466451,0
"QC13",0,0.000948177977983521,0.0281379923901695,0
"QC14",0,0.00162914067530487,0.0474192984454939,0
"QC15",0,0.00247854223432806,0.0704579152716099,0
"QC16",0,0.00405353140887747,0.110447476446697,0
"QC17",0,0.00768890184412915,0.191184467539221,0
"QC18",0,0.0115066842061274,0.262052620547859,0
"QC19",0,0.0158300667960805,0.329165697542796,0
"QC20",0,0.000823443928774717,0.024524205599017,0
"QC21",0,0.000538988917916685,0.0161850502219811,0
"QC22",0,0.000557851423333387,0.0167422915162886,0
"QC23",0,0.000917598982543226,0.0272544560868158,0
"QC24",0,0.00154973651762548,0.0452091492409973,0
"QC25",0,0.00252816511715294,0.0717706292828915,0
"QC26",0,0.00382817049068897,0.104930215837528,0
"QC27",0,0.00643567534644642,0.164995978897256,0
"QC28",0,0.00910603491355184,0.218958926731226,0
"QC29",0,0.012283536459866,0.275038148280962,0
"QC30",0,0.00116608784352686,0.0343895582479009,0
"QC31",0,0.000676422096571868,0.0202312122750932,0
"QC32",0,0.000603858821424673,0.018098898679146,0
"QC33",0,0.000854378515856275,0.0254228599277931,0
"QC34",0,0.00144667092920652,0.0423255906961771,0
"QC35",0,0.00236858487773234,0.067536323297318,0
"QC36",0,0.00349523350546741,0.0966575712540847,0
"QC37",0,0.00490310920912019,0.130670425862826,0
"QC38",0,0.00632190019109497,0.162537614479304,0
"QC39",0,0.0075931940042757,0.189240279650039,0
"QC40",0,0.0023218008587445,0.0662878809192619,0
"QC41",0,0.000960488541035027,0.0284932507592665,0
"QC42",0,0.000635748403193536,0.0190370963088693,0
"QC43",0,0.000694325346115213,0.0207559334387086,0
"QC44",0,0.00109802170760307,0.0324451872695175,0
"QC45",0,0.00164346481063817,0.0478169472996097,0
"QC46",0,0.00247603603292867,0.0703915216786316,0
"QC47",0,0.00308970229715383,0.0863799285643432,0
"QC48",0,0.00396667749063568,0.108328908050762,0
"QC49",0,0.00405172748348545,0.110403573155948,0
"QC50",0,0.00181580988320441,0.0525763651604026,0
"QC51",0,0.0012557523487844,0.0369394116081425,0
"QC52",0,0.000758011033297854,0.0226180836623205,0
"QC53",0,0.00055509051068347,0.0166607660056578,0
"QC54",0,0.000803973479637438,0.0239577644449206,0
"QC55",0,0.00108067785494373,0.0319485343788275,0
"QC56",0,0.00149172473499094,0.0435881681439839,0
"QC57",0,0.00162531308479846,0.0473129873264183,0
"QC58",0,0.00281787677855541,0.0793637600338495,0
"QC59",0,0.00311395955405238,0.0870010301892076,0
"QD00",0,0.0214231812001187,0.400423907725347,0
"QD01",0,0.0131049260773479,0.288301215421489,0
"QD02",0,0.00726863561766775,0.182579954039365,0
"QD03",0,0.00360468179971945,0.0993932946138445,0
"QD04",0,0.00212394621993571,0.0609722203080975,0
"QD05",0,0.00118550481105329,0.0349428382015335,0
"QD06",0,0.000736517955835395,0.0219903983230401,0
"QD07",0,0.000545635880849868,0.0163814862745384,0
"QD08",0,0.00029346459806,0.00887560583204738,0
"QD09",0,0.00020422882266816,0.00619290596518862,0
"QD10",0,0.0182030206426851,0.361266727229354,0
"QD11",0,0.0113587856702427,0.259529889169944,0
"QD12",0,0.00692561632291484,0.175425660065228,0
"QD13",0,0.00407297102970987,0.110920326243851,0
"QD14",0,0.00215898612262976,0.0619178713328175,0
"QD15",0,0.00132144770543352,0.038799394551745,0
"QD16",0,0.00104947184437479,0.0310536876136318,0
"QD17",0,0.000824262010272173,0.0245479916044733,0
"QD18",0,0.000473224197332738,0.0142374263572919,0
"QD19",0,0.000256216014345285,0.00775750450270229,0
"QD20",0,0.0122365286573485,0.274264818596059,0
"QD21",0,0.0118594578166268,0.26800409176883,0
"QD22",0,0.00788705180414889,0.195181329993077,0
"QD23",0,0.00468664367044449,0.125602343555608,0
"QD24",0,0.00241113120770507,0.0686688881559088,0
"QD25",0,0.00179735575361238,0.0520689402471787,0
"QD26",0,0.00145627879560159,0.0425951093228872,0
"QD27",0,0.00112923631034987,0.0333377990339062,1
"QD28",0,0.000633987342220521,0.0189853307689932,0
"QD29",0,0.000466489336572652,0.0140375524124601,0
"QD30",0,0.0084103876907039,0.205557441470016,0
"QD31",0,0.011078220214888,0.254698637658725,0
"QD32",0,0.0069140486308287,0.175182298188513,0
"QD33",0,0.00427419016033613,0.115786487187339,0
"QD34",0,0.00296560328476841,0.0831896110014655,0
"QD35",0,0.00235630410252716,0.0672089199122747,0
"QD36",0,0.00222905695991857,0.0638034283417748,0
"QD37",0,0.00181574308121937,0.0525745292820942,0
"QD38",0,0.000999006702258604,0.0296031889618736,0
"QD39",0,0.000798591903817193,0.02380108958609,0
"QD40",0,0.00661253183564851,0.168789935407869,0
"QD41",0,0.00899721358231348,0.21689119300477,0
"QD42",0,0.00714641212977657,0.180044475404379,0
"QD43",0,0.00550328442108385,0.144430966542598,0
"QD44",0,0.00249326183662722,0.070847678281066,0
"QD45",0,0.0034039153293368,0.0943627333162914,0
"QD46",0,0.00362268619365486,0.0998417958793792,0
"QD47",0,0.00273914887594076,0.077312244046444,0
"QD48",0,0.00159317538267112,0.0464194596718406,0
"QD49",0,0.00126040947213175,0.0370714941726542,0
"QD50",0,0.00492621531578709,0.131208067640417,0
"QD51",0,0.00736964521516115,0.184664022066297,0
"QD52",0,0.00864878131837526,0.210199405189293,0
"QD53",0,0.00729900849906279,0.183207693417139,0
"QD54",0,0.00330312066782599,0.091816666930204,0
"QD55",0,0.00449309513299239,0.121022409467051,0
"QD56",0,0.00533746647154658,0.140671264097825,0
"QD57",0,0.00423449341435958,0.114830552362049,0
"QD58",0,0.00263737972067228,0.0746472081462384,0
"QD59",0,0.00178592299825402,0.0517543155666415,0
"QE00",0,0.000148543695184346,0.00451171386470983,0
"QE01",0,0.000150700073028129,0.00457691953231865,0
"QE02",0,0.000129698454903848,0.00394150997295639,0
"QE03",0,0.000152901120761556,0.00464346743236721,0
"QE04",0,0.000208278945944091,0.00631496920854968,0
"QE05",0,0.00015959316482145,0.00484574617551348,0
"QE06",0,0.000214112425834869,0.00649072858104016,0
"QE07",0,0.000295013182451532,0.00892203737624708,0
"QE08",0,0.000160165314145285,0.0048630367007465,0
"QE09",0,0.000194760445779729,0.0059074333809408,0
"QE10",0,0.000201489422190172,0.00611032904698661,0
"QE11",0,0.00016995429636463,0.00515877270994791,0
"QE12",0,0.00013352292906014,0.00405727887434482,0
"QE13",0,0.000144510934210149,0.00438974697966366,0
"QE14",0,0.000191226137942063,0.00580083296532052,0
"QE15",0,0.000152316868684814,0.00462580361631471,0
"QE16",0,8.58548378707898e-05,0.00261247802314746,0
"QE17",0,0.000123466627662727,0.00375281342080502,0
"QE18",0,0.00013853553285241,0.00420897369919737,0
"QE19",0,0.00014356063258492,0.00436100183469035,0
"QE20",0,0.000280956034767043,0.00850040456566914,0
"QE21",0,0.000187393304261475,0.00568520353816693,0
"QE22",0,0.000222784841073432,0.00675191232522432,0
"QE23",0,0.000241944844619708,0.00732847615560694,0
"QE24",0,0.000267335272890382,0.00809152976248106,0
"QE25",0,0.000232282624737022,0.00703780105630381,0
"QE26",0,0.000131553874888842,0.00399767779000193,0
"QE27",0,6.28932679737438e-05,0.00191507429852222,0
"QE28",0,9.92011912948968e-05,0.00301740914246473,0
"QE29",0,0.000120200106014191,0.00365387718833221,0
"QE30",0,0.000474141422577018,0.0142646412638499,0
"QE31",0,0.000307279572797798,0.00928967466635455,0
"QE32",0,0.000335605081916682,0.0101376146927964,0
"QE33",0,0.00043339998788889,0.0130544033562496,0
"QE34",0,0.000436477052432246,0.013145908874571,0
"QE35",0,0.000460191947688248,0.0138505906441125,0
"QE36",0,0.000236102875948914,0.00715274793210652,0
"QE37",0,0.00011712046270428,0.00356058371110912,0
"QE38",0,6.58931900579702e-05,0.00200624344390199,0
"QE39",0,9.5517728872283e-05,0.00290568390577595,0
"QE40",0,0.00078701842470427,0.0234639839093869,0
"QE41",0,0.00051426146103157,0.0154536194169984,0
"QE42",0,0.000689492294441128,0.0206143364632106,0
"QE43",0,0.000749762685155694,0.0223772904261358,0
"QE44",0,0.000646092059319443,0.0193410365405277,0
"QE45",0,0.000965547403339926,0.0286391667181669,0
"QE46",0,0.000535837826830106,0.0160919003028219,0
"QE47",0,0.000287462078276682,0.00869559120795016,0
"QE48",0,0.000154668080768206,0.00469688461704643,0
"QE49",0,0.000156068260342675,0.00473920967998465,0
"QE50",0,0.00124289776610912,0.0365746558619369,0
"QE51",0,0.000783214693884807,0.0233531418811003,0
"QE52",0,0.00116732809279649,0.0344249170562052,0
"QF00",0,0.00024642497890429,0.00746319923173655,0
"QF01",0,0.000380817369286787,0.0114881657984196,0
"QF02",0,0.000516010053700613,0.0155053768100232,0
"QF03",0,0.000633040049546311,0.0189574833722819,0
"QF04",0,0.000725130191254669,0.0216575133539614,0
"QF05",0,0.000776515998861005,0.0231578804617293,0
"QF06",0,0.000608512606874923,0.0182359220297005,0
"QF07",0,0.000322561114707543,0.00974731061366352,0
"QF10",0,0.000212145285866288,0.00643146651179383,0
"QF11",0,0.00032359488721646,0.00977825421028167,0
"QF12",0,0.000392737171667407,0.01184363278446,0
"QF13",0,0.000488972798020852,0.0147045000729578,0
"QF14",0,0.000559939877962278,0.0168039516937214,0
"QF15",0,0.000588778762081304,0.0176546360699958,0
"QF16",0,0.000538476679257872,0.0161699090117601,0
"QF17",0,0.000374295162463824,0.0112935587970441,0
"QF18",0,0.000398821823116647,0.0120249912490624,0
"QF20",0,0.00018877110656359,0.00572677225227369,0
"QF21",0,0.000254148106544961,0.00769536005281979,0
"QF22",0,0.000323933404738442,0.00978838654542635,0
"QF23",0,0.000350017189884642,0.0105685107539401,0
"QF24",0,0.000391622926394178,0.0118104147362411,0
"QF25",0,0.000402426977673435,0.0121324157350867,0
"QF26",0,0.000385329911806077,0.0116227658931671,0
"QF27",0,0.000432817858691965,0.0130370901956405,0
"QF28",0,0.000499878464308615,0.0150276908348448,0
"QF29",0,0.000553491698670325,0.016613549566705,0
"QF30",0,0.000143636267428801,0.00436328972978373,0
"QF31",0,0.000188275511982765,0.00571182040024565,0
"QF32",0,0.000238923244246484,0.0072375929931332,0
"QF33",0,0.00025428334966959,0.00769942458862083,0
"QF34",0,0.000263963777271377,0.00799027217981252,0
"QF35",0,0.000255388719985412,0.00773264368202597,0
"QF36",0,0.000272794557096869,0.00825544841977877,0
"QF37",0,0.000334538989229699,0.0101057260275695,0
"QF38",0,0.000389877010732129,0.0117583608924602,0
"QF39",0,0.000437281376956509,0.0131698251135044,0
"QF40",0,0.000138228619373533,0.00419968695915074,0
"QF41",0,0.000140103059076756,0.00425640207154687,0
"QF42",0,0.000167326832595693,0.00507941080649343,0
"QF43",0,0.00018100386288066,0.00549238820539277,0
"QF44",0,0.000177730003812451,0.00539356434347005,0
"QF45",0,0.000163737627617705,0.00497097995377649,0
"QF46",0,0.000175850950523077,0.00533683514812167,0
"QF47",0,0.000211706973747832,0.00641826098717735,0
"QF48",0,0.000237937468483575,0.00720793952237064,0
"QF49",0,0.000265595791639589,0.00803928966766709,0
"QG01",0,0.00165064599195349,0.0480161817125628,0
"QG02",0,0.00170452336311636,0.0495083893610397,0
"QG03",0,0.00160832785794699,0.0468409469833371,0
"QG04",0,0.00243792122212163,0.069380665660565,0
"QG05",0,0.00620529835767203,0.160003697842912,0
"QG06",0,0.00689480769846128,0.174777200403622,0
"QG07",0,0.0022228864114704,0.0636376770171863,0
"QG08",0,0.00191581345833994,0.0553170217708276,0
"QG09",0,0.00173781521763816,0.0504281970122484,0
"QG11",0,0.00121925042804893,0.0359029522388603,0
"QG12",0,0.00127576947274224,0.0375068774194354,0
"QG13",0,0.00178488433386946,0.0517257219619853,0
"QG14",0,0.00266864088110142,0.0754674251060465,0
"QG15",0,0.00554014663424917,0.145262472341335,0
"QG16",0,0.00510495921300291,0.135345621414349,0
"QG17",0,0.00214448518425134,0.061526745490076,0
"QG18",0,0.00176405899686518,0.0511520654398784,0
"QG19",0,0.00211047183470403,0.0606080858263296,0
"QG21",0,0.000904195820945491,0.0268667014069347,0
"QG22",0,0.00119944426094676,0.0353396605653237,0
"QG23",0,0.00172186158028116,0.0499876347856931,0
"QG24",0,0.00266792859731577,0.0754487521248417,0
"QG25",0,0.00572034326514198,0.149304918153169,0
"QG26",0,0.0043088965543435,0.116620621834889,0
"QG27",0,0.00183390694851201,0.0530734629255185,0
"QG28",0,0.00160600772316725,0.0467764325170501,0
"QG29",0,0.00452650848662309,0.121816364467854,0
"QG30",1,0.000449155642582697,0.0135227708664275,1
"QG31",0,0.000748145459893999,0.0223300654779959,0
"QG32",0,0.00103083539694139,0.0305185161440248,0
"QG33",0,0.00151808370414126,0.0443253560606951,0
"QG34",0,0.00247456796724834,0.0703526258391526,0
"QG35",0,0.00559107457483151,0.146408706243945,0
"QG36",0,0.00437201584089395,0.118133754445505,0
"QG37",0,0.00276569504494087,0.078004977025417,0
"QG38",0,0.00342128394202919,0.0948000739162957,0
"QG39",0,0.00502839697976457,0.133578016078172,0
"QG40",0,0.000415822458311953,0.0125313693758012,0
"QG41",0,0.000569244710018856,0.0170785795929865,0
"QG42",0,0.000877797142376396,0.0261021109809205,0
"QG43",0,0.00119673074896367,0.0352624381680481,0
"QG44",0,0.00255550473449406,0.0724923389434626,0
"QG45",0,0.00516900936337002,0.136819034886157,0
"QG46",0,0.00413248093671003,0.112364841114791,0
"QG47",0,0.00362469027715238,0.0998916922886215,0
"QG48",0,0.00527385081010355,0.139220413471096,0
"QG49",0,0.00655764137671249,0.167615966214255,0
"QH00",0,0.00259841565605603,0.0736229181991039,0
"QH01",0,0.00496265645526372,0.132054694565752,0
"QH02",0,0.00536472892011816,0.141291585766816,0
"QH03",0,0.0018655801651731,0.0539422651206851,0
"QH04",0,0.000853821805158993,0.0254067015394627,0
"QH05",0,0.000473760038285236,0.0142533254217627,0
"QH06",0,0.000266586256044277,0.00806903594345398,0
"QH07",0,0.000123325480067358,0.00374853874281522,0
"QH08",0,0.000164925433926876,0.00500686643377324,0
"QH09",0,0.00023964274505158,0.00725923547096596,0
"QH10",0,0.00403720908942594,0.11005007761662,0
"QH11",0,0.00419045815985043,0.113767810618112,0
"QH12",0,0.00644234717958131,0.165139708141183,0
"QH13",0,0.00176433085367657,0.0511595583477134,0
"QH14",0,0.000730488281327193,0.0218141673020799,0
"QH15",0,0.000539772043764511,0.0162081976880816,0
"QH16",0,0.0006393222033343,0.0191421302144077,0
"QH17",0,0.000174515828964225,0.0052965236154987,0
"QH18",0,0.000189980184623921,0.00576324773591974,0
"QH19",0,0.000234681159815603,0.00710997316869932,0
"QH20",0,0.00670947702424311,0.170855595756648,0
"QH21",0,0.00712716853377434,0.179643897713822,0
"QH22",0,0.00775725597374724,0.192567528509752,0
"QH23",0,0.00283882490324517,0.0799081513762534,0
"QH24",0,0.00119459679591274,0.0352017007404906,0
"QH25",0,0.00130603832408372,0.0383637436917634,0
"QH26",0,0.00117176579792335,0.0345514130430343,0
"QH27",0,0.00032072450105783,0.0096923312061219,0
"QH28",0,0.000327810181933825,0.00990440998425091,0
"QH29",0,0.000450808651728929,0.0135718848720687,0
"QH30",0,0.00842171771984348,0.205779241929795,0
"QH31",0,0.00956811988964917,0.227623745736303,0
"QH32",0,0.00733932775365742,0.184039573281611,0
"QH33",0,0.00320414669402269,0.0893031274337645,0
"QH34",0,0.00272365282649654,0.0769074040764207,0
"QH35",0,0.00217422345754395,0.0623285207092205,0
"QH36",0,0.00201022002267901,0.0578902787209072,0
"QH37",0,0.000751937448925949,0.022440789226825,0
"QH38",0,0.000569059553960986,0.0170731162421072,0
"QH39",0,0.000877197903618341,0.0260847416270269,0
"QH40",0,0.00769146480772952,0.19123640797547,0
"QH41",0,0.00651698176803666,0.166744302915141,0
"QH42",0,0.00563089397402896,0.147302862672314,0
"QJ00",0,0.000208379215993036,0.00631799079502127,0
"QJ01",0,0.000307894691203769,0.00930810350150113,0
"QJ02",0,0.000508555639739206,0.0152846936084926,0
"QJ10",0,0.000441560777063355,0.0132970523677329,0
"QJ11",0,0.000486939142387607,0.014644209754514,0
"QJ12",0,0.000711366854586905,0.0212548936799666,0
"QJ20",0,0.000480879564465876,0.0144645235295432,0
"QJ21",0,0.00131901423327701,0.0387306212815427,0
"QJ22",0,0.00181133820360024,0.0524534575486036,0
"QJ23",0,0.00443214816583391,0.11957064577784,0
"QJ30",0,0.00203496848399941,0.058562614720073,0
"QJ31",0,0.00272953127664813,0.0770610210739964,0
"QJ32",0,0.00480854229847107,0.128463315886827,0
"QJ43",0,0.00937108699434678,0.223951705376431,0
"TE49",0,0.0203202311641949,0.387535821560531,0
"TE59",0,0.0246817483843336,0.435665304891813,0
"TE69",0,0.0463499631956283,0.597209239666822,0
"TE79",0,0.0709975997378696,0.699824299466156,0
"TE89",0,0.142844334237802,0.83562952745714,0
"TF30",0,0.0203743708290656,0.388180676190372,0
"TF31",0,0.0222590685980868,0.409854075766797,0
"TF32",0,0.028252395835506,0.470038125825541,0
"TF33",0,0.0275944150291236,0.464004129687958,0
"TF34",0,0.035381312255787,0.528064841268581,0
"TF35",0,0.0418253736659534,0.571114497446403,0
"TF36",0,0.0504931725181849,0.618649975525874,0
"TF37",0,0.0532051144405848,0.631579444143672,0
