"cuadrID","cUTM10","utm10","LLU_1998","LLU98_P","cat","cat_","p_lontra34","a_lontra34","LLU_2008","survey2008","LLU98_D","Llu2015","lati","long","lonUTM","latUTM","lonMoll","latMoll","newpres"
821,"29TPJ10","PJ10",0,0.618151991523036,909,16502,1,0,1,1,0.920166924694265,1,43.3729782,-7.5905023,128066.758783921,4812565.28284189,-623803.523259095,5162816.54405554,1
822,"29TPJ11","PJ11",1,0.507565784509685,910,16503,1,0,1,1,1,1,43.4596825,-7.5874124,128848.266363505,4822182.56356455,-622989.732811932,5172317.42326809,0
823,"29TPJ12","PJ12",1,0.522834651441775,911,16504,1,0,1,1,1,1,43.5450745,-7.5846429,129595.965015298,4831655.56191243,-622209.947094343,5181669.54239801,0
824,"29TPJ13","PJ13",0,0.530244866800975,912,16505,0,0,0,0,0.923163654728393,1,43.6282921,-7.5831189,130229.9978741,4840892.63918793,-621545.56048524,5190778.77383159,0
825,"29TPJ14","PJ14",0,0.563202943754783,913,16506,1,0,1,1,0.88246396489373,1,43.6906776,-7.5854001,130429.633345776,4847832.68832191,-621327.325719735,5197604.58522949,1
826,"29TPJ20","PJ20",1,0.629003616883171,984,16988,1,0,1,1,1,1,43.3712959,-7.4655075,138185.289677888,4811827.56021229,-613541.862593371,5162632.15095903,0
827,"29TPJ21","PJ21",1,0.535639753319139,985,16989,1,0,1,1,1,1,43.4567223,-7.4659481,138658.944824367,4821318.52109375,-613035.33068523,5171993.13424662,0
828,"29TPJ22","PJ22",1,0.530381173617942,986,16990,2,0,1,1,1,1,43.54245,-7.4638801,139338.011908458,4830832.10306385,-612319.835508538,5181382.18099234,0
829,"29TPJ23","PJ23",1,0.5308658551333,987,16991,1,0,1,1,1,1,43.6287155,-7.4594736,140209.316705379,4840395.32622519,-611408.349082595,5190825.10837942,0
830,"29TPJ24","PJ24",0,0.557106351061387,988,16992,1,0,1,1,0.942922547246879,1,43.6806717,-7.4905338,138016.021885103,4846301.99013542,-613620.957950535,5196509.98334709,1
831,"29TPJ30","PJ30",1,0.613005856023923,1058,17454,1,0,1,1,1,1,43.368084,-7.343214,148076.526935851,4810946.62308292,-603511.397572355,5162280.09657372,0
832,"29TPJ31","PJ31",0,0.598537078071947,1059,17455,1,0,1,1,0.920804341999462,1,43.4543495,-7.3417616,148694.197672544,4820522.64901951,-602853.11190934,5171733.19044734,1
833,"29TPJ32","PJ32",1,0.595663737539839,1060,17456,0,0,0,0,1,1,43.5403519,-7.340868,149265.648181177,4830071.87390318,-602241.35020332,5181152.45275306,NA
834,"29TPJ33","PJ33",0,0.589179028655466,1061,17457,0,0,0,0,0.929816374631168,1,43.6116066,-7.3657713,147669.840347436,4838092.3147006,-603835.935352325,5188952.70844699,0
835,"29TPJ40","PJ40",1,0.607315273465806,1131,17900,2,0,1,1,1,1,43.3663673,-7.2200737,158045.767856177,4810242.91056609,-593401.490172234,5162091.92729248,0
836,"29TPJ41","PJ41",1,0.566871917169629,1132,17901,1,0,1,1,1,1,43.4525566,-7.2164273,158826.304910458,4819801.55719446,-592572.574116824,5171536.77304198,0
837,"29TPJ42","PJ42",0,0.569633796507377,1133,17902,0,0,0,0,0.938911396896911,1,43.517601,-7.2179923,159066.351793362,4827032.93439875,-592300.837575652,5178661.18664153,0
838,"29TPJ50","PJ50",1,0.561208713308027,1203,18325,1,0,1,1,1,1,43.3659134,-7.0979586,167939.304144687,4809698.36611005,-583367.865229466,5162042.17450733,0
839,"29TPJ51","PJ51",1,0.579570163640668,1204,18326,1,0,1,1,1,1,43.4514732,-7.0939665,168730.26960941,4819186.0666151,-582523.325971103,5171418.08237173,0
840,"29TPJ52","PJ52",0,0.572963614475671,1205,18327,1,0,1,1,0.94283365482508,1,43.5117912,-7.1001339,168561.666565271,4825910.55796455,-582664.694380207,5178024.94655925,1
841,"29TPJ60","PJ60",0,0.495270050063063,1275,18729,1,1,1,1,0.922496372620585,1,43.3641739,-6.9717417,178158.500046901,4809009.73134962,-573004.64286459,5161851.50353818,1
842,"29TPJ61","PJ61",1,0.553509116443255,1276,18730,1,0,1,1,1,1,43.4481888,-6.9719262,178588.806307636,4818342.37268641,-572521.451589905,5171058.25877675,0
843,"29TPJ62","PJ62",0,0.595666702099206,1277,18731,1,0,1,1,0.935399185948958,1,43.5162239,-6.9600592,179909.171036573,4825853.6078924,-571143.297018224,5178510.38037852,1
844,"29TPJ70","PJ70",0,0.512218406122905,1347,19111,1,0,1,1,0.868808173458883,1,43.3596764,-6.8490601,188077.536482399,4808043.54003904,-562947.669981955,5161358.51180928,1
845,"29TPJ71","PJ71",0,0.540292540760022,1348,19112,1,0,1,1,0.938056150782752,1,43.4471741,-6.84618,188759.919703417,4817751.45812019,-562201.327044317,5170947.09148984,1
846,"29TPJ72","PJ72",1,0.604209932774273,1349,19113,1,0,1,1,1,1,43.5132065,-6.8456836,189139.352932598,4825084.12091668,-561775.244358724,5178179.94032926,0
847,"29TPJ80","PJ80",0,0.470248336852242,1419,19471,1,0,1,1,0.866419036945395,1,43.3585739,-6.7228584,198300.122302005,4807456.38397878,-552581.019295719,5161237.65961816,1
848,"29TPJ81","PJ81",0,0.518646371030804,1420,19472,1,0,1,1,0.934245319871961,1,43.4435463,-6.7218533,198803.431806021,4816890.87001905,-552012.513093994,5170549.63564032,1
849,"29TPJ82","PJ82",1,0.594234833559016,1421,19473,1,0,1,1,1,1,43.5137177,-6.716404,199592.816853428,4824665.35188091,-551163.28284906,5178235.92304954,0
850,"29TPJ90","PJ90",0,0.488485075629776,1492,19809,1,0,1,1,0.920956227574646,1,43.3581696,-6.6026111,208043.760875114,4806983.16011328,-542699.638274014,5161193.34146217,1
851,"29TPJ91","PJ91",1,0.426700761554196,1493,19810,1,0,1,1,1,1,43.4435883,-6.5942397,209131.713755328,4816441.48763881,-541532.384129382,5170554.23714262,0
852,"29TPJ92","PJ92",1,0.495932410586537,1494,19811,1,0,1,1,1,1,43.5102882,-6.5981712,209134.07866232,4823863.78852663,-541480.136401692,5177860.34701501,0
853,"29TQE03","QE03",1,0.785965719785087,1528,20087,1,0,1,1,1,1,40.0453186,-6.5947061,193311.05523385,4439057.57367882,-559840.184514735,4794464.03717416,0
854,"29TQE04","QE04",1,0.82380264698753,1529,20088,1,0,1,1,1,1,40.1373749,-6.5918512,193967.885729658,4449268.98555455,-559124.427706362,4804748.53164408,0
855,"29TQE05","QE05",1,0.817273940846427,1530,20089,1,0,1,1,1,1,40.2243271,-6.5931802,194245.793775936,4458928.19678621,-558788.834173698,4814458.01069143,0
856,"29TQE06","QE06",0,0.814503579980698,1531,20090,1,0,1,1,0.91840881031663,1,40.3142509,-6.5863209,195234.10035785,4468889.20130029,-557743.228725285,4824494.40760176,1
857,"29TQE07","QE07",1,0.808416130268202,1532,20091,0,0,0,0,1,1,40.4030724,-6.5845213,195787.143431091,4478745.35390158,-557131.287255626,4834402.86875081,NA
858,"29TQE08","QE08",1,0.678936171977641,1533,20092,0,0,0,0,1,1,40.4913788,-6.5809808,196485.775138474,4488538.40263369,-556373.995094107,4844249.02030557,NA
859,"29TQE09","QE09",1,0.526491833768258,1534,20093,1,0,1,1,1,1,40.5830574,-6.5820036,196813.245071364,4498721.70948566,-555984.043743848,4854466.04456663,0
860,"29TQE13","QE13",1,0.721863798925973,1602,20378,0,0,0,0,1,1,40.0447655,-6.4779053,203275.886742921,4438599.8537787,-549927.480243919,4794402.22932741,NA
861,"29TQE14","QE14",1,0.820277973943206,1603,20379,1,0,1,1,1,1,40.12957,-6.474792,203909.73725784,4448005.33117316,-549234.87085543,4803876.77327918,0
862,"29TQE15","QE15",1,0.844114354353542,1604,20380,1,0,1,1,1,1,40.2218666,-6.4711542,204620.80357284,4458241.00773974,-548459.285066283,4814183.32409308,0
863,"29TQE16","QE16",1,0.876131687845606,1605,20381,1,0,1,1,1,1,40.3126564,-6.4706416,205059.598137746,4468319.90239067,-547955.364343001,4824316.48893062,0
864,"29TQE17","QE17",1,0.844049247734738,1606,20382,0,0,0,0,1,1,40.4013901,-6.4652381,205905.217680381,4478154.29379634,-547047.021307951,4834215.24557208,NA
865,"29TQE18","QE18",0,0.767289950756831,1607,20383,0,0,0,0,0.919588035433487,1,40.4888077,-6.4631114,206466.803011183,4487853.56967393,-546422.099040103,4843962.41143836,0
866,"29TQE19","QE19",0,0.562959681453531,1608,20384,1,0,1,1,0.891306075112127,1,40.5778008,-6.4601679,207104.639069504,4497725.15421736,-545719.383500274,4853880.36975006,1
867,"29TQE23","QE23",1,0.657856060793136,1678,20645,1,0,1,1,1,1,40.0411758,-6.362771,213085.712573124,4437823.4952083,-540171.20302106,4794001.08278855,0
868,"29TQE24","QE24",1,0.735627153885826,1679,20646,1,0,1,1,1,1,40.130455,-6.3556967,214063.686679679,4447713.17396295,-539128.023707528,4803975.62411041,0
869,"29TQE25","QE25",1,0.820565738345424,1680,20647,1,0,1,1,1,1,40.2172813,-6.3530383,214654.615537222,4457344.84374409,-538471.23800267,4813671.41798931,0
870,"29TQE26","QE26",1,0.887480559222599,1681,20648,1,0,1,1,1,1,40.3082771,-6.3489823,215381.952183772,4467435.05141574,-537674.670843527,4823827.82657179,0
871,"29TQE27","QE27",1,0.86916717072647,1682,20649,0,0,0,0,1,1,40.3977432,-6.3484292,215805.28612887,4477366.79146614,-537181.612536874,4833808.50890019,NA
872,"29TQE28","QE28",1,0.826422119608226,1683,20650,0,0,0,0,1,1,40.4879951,-6.3451471,216463.857079604,4487377.09813517,-536452.903015777,4843871.82742298,NA
873,"29TQE29","QE29",0,0.641311629996686,1684,20651,0,0,0,0,0.920650200895501,0,40.5784187,-6.3376503,217479.931153883,4497393.02841174,-535366.676637825,4853949.21523238,0
874,"29TQE33","QE33",0,0.596006359689107,1758,20887,1,0,1,1,0.914092368938153,1,40.0341721,-6.2403574,223503.788780652,4436658.21697862,-529812.874678043,4793218.40130984,1
875,"29TQE34","QE34",1,0.636439144732016,1759,20888,2,0,1,1,1,1,40.1281319,-6.2383451,224055.569395199,4447083.90074905,-529184.879911258,4803716.14244347,0
876,"29TQE35","QE35",1,0.775183318521081,1760,20889,1,0,1,1,1,1,40.2180481,-6.2355313,224659.446886582,4457058.25723208,-528507.829153424,4813757.02498113,0
877,"29TQE36","QE36",1,0.849510146185771,1761,20890,2,0,1,1,1,1,40.30233,-6.2291512,225543.677997702,4466396.08202207,-527555.631547531,4823164.20292409,0
878,"29TQE37","QE37",1,0.877822575881571,1762,20891,1,0,1,1,1,1,40.3935204,-6.229073,225920.149305703,4476520.6073541,-527102.802437547,4833337.53213258,0
879,"29TQE38","QE38",1,0.825797336113361,1763,20892,2,0,1,1,1,1,40.4856339,-6.2227535,226830.172314541,4486728.37264757,-526116.673984937,4843608.61197995,0
880,"29TQE39","QE39",1,0.75227658061053,1764,20893,1,0,1,1,1,1,40.5737877,-6.2216806,227279.155797253,4496512.86672337,-525593.024005079,4853433.23043654,0
881,"29TQE43","QE43",1,0.719436076077665,1840,21103,1,0,1,1,1,1,40.0335236,-6.0870361,236586.29035466,4436120.98991091,-516798.81056625,4793145.92824587,0
882,"29TQE44","QE44",1,0.633781591285602,1841,21104,1,0,1,1,1,1,40.120636,-6.0848041,237112.34598778,4445785.83355115,-516195.953984934,4802878.85554123,0
883,"29TQE45","QE45",1,0.653081748669364,1842,21105,1,0,1,1,1,1,40.2102089,-6.0829754,237613.691610007,4455725.14862818,-515614.901824348,4812881.82488245,0
884,"29TQE46","QE46",1,0.755914012046727,1843,21106,0,0,0,0,1,1,40.302372,-6.0850458,237793.834291272,4465963.6977606,-515350.940748135,4823168.88968723,NA
885,"29TQE47","QE47",1,0.805536141454605,1844,21107,3,0,1,1,1,1,40.3910141,-6.0754347,238953.170216081,4475776.8556846,-514113.938309441,4833057.99458888,0
886,"29TQE48","QE48",1,0.792035801545566,1845,21108,1,0,1,1,1,1,40.4779053,-6.0794034,238952.864541941,4485435.90416702,-514033.858761136,4842747.03986798,0
887,"29TQE49","QE49",1,0.763654232155244,1846,21109,0,0,0,0,1,1,40.5691147,-6.0795298,239296.153969796,4495563.1402086,-513606.907556422,4852912.5524711,NA
888,"29TQF00","QF00",0,0.494192221207144,1535,20094,0,0,0,0,0.916293395958473,1,40.6741791,-6.5755,197775.513065818,4508817.34128569,-554960.466132215,4864615.81665223,0
889,"29TQF01","QF01",0,0.553300994304896,1536,20095,0,0,0,0,0.895567481902388,1,40.7645149,-6.5708637,198575.836158264,4518832.24669995,-554098.237600917,4874672.9299485,0
890,"29TQF02","QF02",0,0.60087263427126,1537,20096,1,0,1,1,0.914429987047305,1,40.852211,-6.5707302,198984.234645722,4528569.62686435,-553628.732513544,4884431.27583502,1
891,"29TQF03","QF03",1,0.676006899879228,1538,20097,1,0,1,1,1,1,40.9457741,-6.5690923,199546.617231309,4538953.40486115,-553000.766312524,4894837.14557692,0
892,"29TQF04","QF04",0,0.711890288434521,1539,20098,0,0,0,0,0.920402064077521,1,41.0366516,-6.5632653,200449.430737388,4549024.65757125,-552033.595394767,4904939.05360696,0
893,"29TQF05","QF05",1,0.724622040636244,1540,20099,1,0,1,1,1,1,41.1230698,-6.5599518,201120.337921789,4558609.47717046,-551300.809306932,4914540.43287854,0
894,"29TQF06","QF06",1,0.73392931750421,1541,20100,1,0,1,1,1,1,41.2133751,-6.5558572,201874.368924062,4568623.34969478,-550481.370342189,4924568.63467223,0
895,"29TQF07","QF07",0,0.765902596973238,1542,20101,0,0,0,0,0.935415281286345,0,41.2737083,-6.5222869,204961.273995687,4575208.34914411,-547345.97352714,4931265.6202107,0
896,"29TQF10","QF10",0,0.458718332710323,1609,20385,0,0,0,0,0.917647140483004,1,40.6717148,-6.4558897,207876.874666921,4508138.79554917,-544878.176601945,4864341.3938648,0
897,"29TQF11","QF11",1,0.523680376281664,1610,20386,0,0,0,0,1,1,40.7614441,-6.4542937,208404.11860984,4518096.80990954,-544284.034972069,4874331.14064729,NA
898,"29TQF12","QF12",1,0.580500183075402,1611,20387,0,0,0,0,1,1,40.8507042,-6.4505157,209113.639805469,4527995.56356843,-543507.581289575,4884263.64804567,NA
899,"29TQF13","QF13",1,0.6267512177834,1612,20388,1,0,1,1,1,1,40.9396935,-6.4457254,209907.063052067,4537860.98515265,-542646.747514905,4894161.04270055,0
900,"29TQF14","QF14",1,0.661796464248226,1613,20389,0,0,0,0,1,1,41.0339012,-6.4453564,210351.2154759,4548320.65544258,-542130.508306784,4904633.39661784,NA
901,"29TQF15","QF15",1,0.714893143813824,1614,20390,1,0,1,1,1,1,41.1227837,-6.4397268,211214.38304751,4558171.63616676,-541198.53267976,4914508.65390705,0
902,"29TQF16","QF16",1,0.741782422838535,1615,20391,2,0,1,1,1,1,41.2086411,-6.4384799,211696.154195737,4567701.35220051,-540649.947608591,4924043.06290646,0
903,"29TQF17","QF17",1,0.751682178688458,1616,20392,2,0,1,1,1,1,41.2925034,-6.420908,213536.770257058,4576955.55001517,-538741.136759598,4933351.40413849,0
904,"29TQF18","QF18",0,0.723215623397943,1617,20393,0,0,0,0,0.922453553130648,0,41.366993,-6.3819427,217122.98788452,4585099.1827186,-535088.475059139,4941615.6685989,0
905,"29TQF20","QF20",1,0.477133782593523,1685,20652,0,0,0,0,1,1,40.6646042,-6.3368883,217907.709842091,4506960.13108515,-534870.138278172,4863549.54097807,NA
906,"29TQF21","QF21",0,0.450486188785942,1686,20653,0,0,0,0,0.915915359618296,1,40.7564049,-6.3361168,218360.490609983,4517150.78641873,-534343.655234977,4873770.24969374,0
907,"29TQF22","QF22",1,0.518421861282223,1687,20654,1,0,1,1,1,1,40.8485527,-6.3289857,219351.516897058,4527359.66873408,-533278.546716954,4884024.2964983,0
908,"29TQF23","QF23",0,0.562146830985036,1688,20655,0,0,0,0,0.916343278341069,0,40.9397964,-6.325953,219992.686530257,4537481.43174714,-532562.940394139,4894172.48436142,0
909,"29TQF24","QF24",0,0.599279590604691,1689,20656,2,2,1,1,0.915455906025934,0,41.0263634,-6.3219619,220694.663930062,4547080.93341571,-531789.695776504,4903795.68263017,1
910,"29TQF25","QF25",1,0.658753940346128,1690,20657,3,1,1,1,1,1,41.1186981,-6.3237443,220935.993057295,4557339.48445805,-531472.010660473,4914054.83432548,0
911,"29TQF26","QF26",1,0.709042664911483,1691,20658,4,1,1,1,1,1,41.2092628,-6.3152699,222031.05647367,4567368.73444923,-530300.641759463,4924112.08525645,0
912,"29TQF27","QF27",0,0.730906259762061,1692,20659,1,1,1,1,0.919782557368931,1,41.2963333,-6.3102779,222818.416632823,4577021.25881852,-529439.33843443,4933776.39928519,1
913,"29TQF28","QF28",0,0.692653732929035,1693,20660,0,1,0,1,0.871603855778452,0,41.3823013,-6.304132,223697.135194781,4586547.78365053,-528486.598846233,4943313.61358033,0
914,"29TQF29","QF29",0,0.692780111311473,1694,20661,0,0,0,0,0.880937240698983,0,41.4664764,-6.2617621,227593.189970625,4595760.51610284,-524508.602195826,4952647.36150014,0
915,"29TQF30","QF30",1,0.575941581324159,1765,20894,1,0,1,1,1,1,40.6630363,-6.2171631,228024.254307882,4506408.34752821,-524772.359030003,4863374.93175326,0
916,"29TQF31","QF31",1,0.421968147554363,1766,20895,0,0,0,0,1,1,40.7510681,-6.2115955,228852.71348852,4516165.58614884,-523868.726488605,4873176.21687126,NA
917,"29TQF32","QF32",1,0.455113945515372,1767,20896,1,0,1,1,1,1,40.844326,-6.2122984,229173.08408187,4526522.61140957,-523467.410359556,4883554.07321654,0
918,"29TQF33","QF33",0,0.509528680622642,1768,20897,1,0,1,1,0.916332909788588,1,40.9352989,-6.2045012,230200.771943664,4536599.74529593,-522360.546631764,4893672.391944,1
919,"29TQF34","QF34",0,0.537658151743039,1769,20898,0,0,0,0,0.882099039769734,0,41.0255051,-6.2033963,230661.448724136,4546612.54726057,-521820.473940925,4903700.29311957,0
920,"29TQF35","QF35",0,0.594561506645143,1770,20899,0,1,0,1,0.888607038370576,0,41.1137314,-6.1984859,231434.032923688,4556393.86060893,-520969.492128607,4913503.12984759,0
921,"29TQF36","QF36",0,0.63060354524721,1771,20900,1,0,1,1,0.891887221195645,1,41.2062683,-6.1940889,232180.686979691,4566655.51940881,-520139.838170396,4923779.62775646,1
922,"29TQF37","QF37",0,0.658657008724722,1772,20901,0,1,0,1,0.870489283430803,0,41.2951317,-6.1937718,232570.321380891,4576521.96541776,-519670.342504674,4933643.06151566,0
923,"29TQF38","QF38",0,0.673827415390876,1773,20902,2,0,1,1,0.845718395292152,1,41.3818092,-6.185843,233588.177871306,4586122.33732183,-518572.679401062,4943259.0338318,1
924,"29TQF39","QF39",0,0.725308487167025,1774,20903,0,0,0,0,0.91707658463472,0,41.4744987,-6.1844687,234082.024392805,4596410.59343989,-517994.065745058,4953536.67739104,0
925,"29TQF40","QF40",1,0.713667357847218,1847,21110,0,0,0,0,1,1,40.6597214,-6.0727043,240225.607339823,4505602.99028053,-512594.964983563,4863005.7627737,NA
926,"29TQF41","QF41",1,0.534420404244595,1848,21111,0,0,0,0,1,1,40.7508545,-6.0738459,240483.451721461,4515724.9780598,-512252.337664506,4873152.44093972,NA
927,"29TQF42","QF42",0,0.44016296169684,1849,21112,0,0,0,0,0.919168406421429,0,40.8387337,-6.0705786,241101.31915798,4525472.74338317,-511552.684731985,4882931.90876235,0
928,"29TQF43","QF43",0,0.423795033754159,1850,21113,0,0,0,0,0.914777572329122,0,40.9281807,-6.0709448,241419.187271444,4535405.44482762,-511150.835167339,4892880.86890836,0
929,"29TQF44","QF44",1,0.459915026574578,1851,21114,1,0,1,1,1,1,41.0213356,-6.0698018,241879.186040105,4545745.49814094,-510602.944799208,4903236.89775626,0
930,"29TQF45","QF45",1,0.507774075180043,1852,21115,1,0,1,1,1,1,41.1128464,-6.0621481,242879.919165953,4555883.86145118,-509514.892621363,4913404.82179646,0
931,"29TQF46","QF46",0,0.538091930769333,1853,21116,3,0,1,1,0.920062335568116,1,41.1996574,-6.0656815,242922.946538766,4565533.5609474,-509389.233400122,4923045.6476004,1
932,"29TQF47","QF47",0,0.567065460509811,1854,21117,1,0,1,1,0.849034523852577,1,41.290638,-6.0645928,243370.835837327,4575632.68829831,-508853.908136594,4933144.40163716,1
933,"29TQF48","QF48",0,0.627596851742964,1855,21118,0,1,0,1,0.825356529742704,0,41.3810692,-6.0599456,244114.574671022,4585660.40034937,-508022.047100402,4943176.95873144,0
934,"29TQF49","QF49",0,0.697542703860246,1856,21119,2,0,1,1,0.873572853823616,1,41.4684105,-6.0582061,244602.888234608,4595353.71721816,-507448.508723633,4952861.77083913,1
935,"29TQG01","QG01",0,0.878916251018207,1546,20105,0,0,0,0,0.815679795181833,0,41.6863976,-6.5136514,207548.580561344,4621007.29287718,-544445.248239404,4977011.91430922,0
936,"29TQG02","QG02",0,0.875404382729724,1547,20106,1,0,1,1,0.844173252152476,1,41.7482414,-6.5220227,207133.003308838,4627903.59459448,-544816.417661686,4983857.85148566,1
937,"29TQG03","QG03",0,0.863414754372274,1548,20107,0,0,0,0,0.907980706728714,1,41.8331184,-6.5052905,208909.308600718,4637272.42663825,-542968.075827573,4993249.48990923,0
938,"29TQG04","QG04",1,0.822120922635442,1549,20108,0,2,0,1,1,1,41.932827,-6.5234289,207858.003436735,4648407.06816589,-543949.890260267,5004276.30432803,NA
939,"29TQG05","QG05",1,0.779921284408928,1550,20109,1,0,1,1,1,1,42.0173492,-6.5298586,207712.070737131,4657815.56838153,-544033.422211109,5013618.61016917,0
940,"29TQG06","QG06",1,0.753665406533428,1551,20110,3,0,1,1,1,1,42.1073418,-6.5245275,208565.960203393,4667791.49402417,-543106.66635058,5023560.46903643,0
941,"29TQG07","QG07",0,0.63568792207697,1552,20111,0,1,0,1,0.92019849479109,1,42.1977386,-6.5207162,209295.667844228,4677817.6090097,-542303.793042044,5033541.67874248,0
942,"29TQG08","QG08",1,0.714596005690398,1553,20112,2,0,1,1,1,1,42.2844429,-6.5189614,209838.650670362,4687440.76363381,-541691.125866635,5043110.17323413,0
943,"29TQG09","QG09",1,0.65801675486263,1554,20113,1,0,1,1,1,1,42.376461,-6.516573,210458.522695471,4697651.99290798,-540996.365577068,5053259.71218359,0
944,"29TQG11","QG11",0,0.869560676536966,1620,20396,0,1,0,1,0.871037881302573,0,41.6926727,-6.434145,214194.875703705,4621436.93341092,-537766.821437524,4977706.66261848,0
945,"29TQG12","QG12",0,0.864429790505482,1621,20397,0,2,0,1,0.891364790985377,0,41.7482719,-6.4165816,215902.095683106,4627552.9970729,-536008.247933431,4983861.22714387,0
946,"29TQG13","QG13",0,0.848202116570379,1622,20398,0,1,0,1,0.91989578209587,0,41.8362465,-6.4141741,216490.743803359,4637314.65580405,-535346.5958415,4993595.52534308,0
947,"29TQG14","QG14",1,0.793383613324661,1623,20399,0,1,0,1,1,1,41.923214,-6.4097557,217241.835469805,4646957.93065535,-534521.826322323,5003213.4787606,NA
948,"29TQG15","QG15",0,0.754344739947044,1624,20400,0,0,0,0,0.914213218465536,0,42.016964,-6.4057221,217990.712732897,4657355.79741613,-533693.048612835,5013576.04421213,0
949,"29TQG16","QG16",0,0.754910825894612,1625,20401,3,1,1,1,0.919279844927119,1,42.1057053,-6.4034615,218570.566915244,4667203.39002141,-533037.662775464,5023379.72501887,1
950,"29TQG17","QG17",1,0.695684929528839,1626,20402,1,1,1,1,1,1,42.1934052,-6.3991051,219319.03916463,4676928.52295699,-532212.719373232,5033063.32560568,0
951,"29TQG18","QG18",1,0.674616689240414,1627,20403,1,0,1,1,1,1,42.2833023,-6.3948965,220064.72227107,4686898.26285596,-531388.020175191,5042984.33101249,0
952,"29TQG19","QG19",1,0.658545794819347,1628,20404,2,0,1,1,1,1,42.3716812,-6.3935938,220564.069620977,4696709.06640236,-530812.13390344,5052732.63972611,0
953,"29TQG21","QG21",0,0.822184834090461,1696,20663,0,1,0,1,0.934816514762531,0,41.6749878,-6.2785535,227070.775653841,4618967.89095533,-524852.82542219,4975748.61234107,0
954,"29TQG22","QG22",1,0.826712463837759,1697,20664,0,1,0,1,1,1,41.7427902,-6.2948298,226004.050677891,4626548.94144254,-525865.856389283,4983254.51766733,NA
955,"29TQG23","QG23",0,0.801776307739708,1698,20665,0,0,0,0,0.916968716387338,0,41.8333359,-6.2939739,226460.875000611,4636601.2066262,-525329.287276661,4993273.55031201,0
956,"29TQG24","QG24",0,0.752970201108388,1699,20666,0,0,0,0,0.920390755475836,1,41.9244156,-6.2859316,227516.461654072,4646689.99082779,-524189.711299679,5003346.33246275,0
957,"29TQG25","QG25",1,0.739301746823516,1700,20667,4,0,1,1,1,1,42.0108719,-6.2833428,228099.485435976,4656282.82061307,-523528.433657299,5012902.83290064,0
958,"29TQG26","QG26",0,0.727162904048278,1701,20668,4,0,1,1,0.918342367358365,1,42.1020317,-6.2806053,228714.919304859,4666397.61390533,-522829.83727338,5022973.98618381,1
959,"29TQG27","QG27",1,0.711542823905067,1702,20669,1,0,1,1,1,1,42.1908607,-6.2766166,229423.767539693,4676249.69979266,-522038.538185809,5032782.43893973,0
960,"29TQG28","QG28",0,0.690226095499949,1703,20670,2,0,1,1,0.91821959274676,1,42.2798767,-6.2736897,230045.574365236,4686126.03377315,-521334.028260551,5042606.37998263,1
961,"29TQG29","QG29",1,0.647296961549528,1704,20671,0,0,0,0,1,1,42.37117,-6.2654819,231111.979830458,4696238.64781122,-520178.617550785,5052676.26839767,NA
962,"29TQG30","QG30",1,0.770756469047253,1775,20904,1,1,1,1,1,1,41.5633087,-6.1674738,235863.115333594,4606220.21767988,-516126.77520404,4963379.00275834,0
963,"29TQG31","QG31",0,0.78277449509171,1776,20905,0,1,0,1,0.919180101535456,0,41.6509438,-6.1746211,235625.430574786,4615973.55903151,-516285.402639557,4973086.16803261,0
964,"29TQG32","QG32",0,0.790048172524399,1777,20906,2,0,1,1,0.892190094455918,1,41.7412224,-6.1740026,236046.737069204,4625996.74678319,-515779.922856835,4983080.99145829,1
965,"29TQG33","QG33",0,0.736488887409617,1778,20907,0,0,0,0,0.917334039129002,0,41.831192,-6.1665664,237033.526030655,4635964.81477665,-514705.965725643,4993036.38531247,0
966,"29TQG34","QG34",1,0.649982462345932,1779,20908,0,1,0,1,1,1,41.9213028,-6.1674809,237327.225063055,4645974.28350315,-514327.71880811,5003002.1669195,NA
967,"29TQG35","QG35",0,0.593238056325548,1780,20909,0,1,0,1,0.917476961070823,1,42.011055,-6.1615853,238184.330163289,4655923.16932235,-513382.666682069,5012923.06683129,0
968,"29TQG36","QG36",0,0.604274340474646,1781,20910,1,1,1,1,0.916030077474116,1,42.0965996,-6.1550756,239074.223076331,4665403.0498166,-512407.607662448,5022374.00986459,1
969,"29TQG37","QG37",1,0.637991370741048,1782,20911,2,0,1,1,1,1,42.1882668,-6.1551208,239446.999734347,4675583.00885194,-511946.659704967,5032496.09467672,0
970,"29TQG38","QG38",1,0.628702865802644,1783,20912,1,0,1,1,1,1,42.2786102,-6.1471071,240479.631460406,4685591.45404733,-510821.642619812,5042466.64340181,0
971,"29TQG39","QG39",1,0.610981326774216,1784,20913,1,0,1,1,1,1,42.3652954,-6.1467981,240861.461255957,4695217.2765764,-510355.057444697,5052028.44897679,0
972,"29TQG40","QG40",0,0.716580518723833,1857,21120,0,0,0,0,0.899671877478424,0,41.5602722,-6.0559988,245148.202675968,4605547.71513442,-506812.876519907,4963042.56745767,0
973,"29TQG41","QG41",0,0.74694977317303,1858,21121,0,1,0,1,0.877165637397754,0,41.6510162,-6.0583072,245313.154618397,4615631.06127332,-506559.563601191,4973094.18559911,0
974,"29TQG42","QG42",0,0.724235270914628,1859,21122,0,1,0,1,0.82731630364041,1,41.7379341,-6.0531359,246086.281318892,4625267.54458172,-505698.868176527,4982717.03285935,0
